extract,crid
2010,1042507
1999,C258938
1999,C258939
1999,C258940
1999,C258942
1999,C258943
1999,C258944
1999,C258948
1999,C258949
1999,C258950
1999,C258954
1999,C258955
1999,C258956
1999,C258960
1999,C258961
1999,C258963
1999,C258967
1999,C258968
1999,C258969
1999,C258970
1999,C258973
1999,C258974
1999,C258977
1999,C258979
1999,C258981
1999,C258982
1999,C258983
1999,C258984
1999,C258985
1999,C258986
1999,C258987
1999,C258988
1999,C258992
1999,C258993
1999,C258995
2000,C258996
2000,C258997
2000,C258998
2000,C259001
2000,C259002
2000,C259003
2000,C259005
2000,C259008
2000,C259010
2000,C259011
2000,C259012
2000,C259013
2000,C259014
2000,C259015
2000,C259018
2000,C259019
2000,C259031
2000,C259032
2000,C259033
2000,C259034
2000,C259035
2000,C259036
2000,C259037
2000,C259043
1999,C259045
2000,C259047
2000,C259048
2000,C259052
2000,C259060
2000,C259063
2000,C259064
2000,C259068
2000,C259071
2011,1042586
2000,C259072
1999,C259074
2000,C259075
2000,C259077
2000,C259078
2000,C259079
1999,C259080
2000,C259082
1999,C259084
2000,C259087
1999,C259090
1999,C259094
2000,C259095
1999,C259099
2000,C259100
2000,C259102
2000,C259104
2000,C259105
2000,C259106
2000,C259107
2000,C259108
2000,C259109
2000,C259110
2000,C259111
2000,C259112
2000,C259113
2000,C259114
2000,C259115
2000,C259116
1999,C259118
2000,C259119
2000,C259120
2000,C259121
2000,C259122
2000,C259123
2000,C259129
2000,C259132
2000,C259133
2000,C259134
1999,C259135
2000,C259136
2000,C259137
2000,C259140
2000,C259141
1999,C259142
1999,C259143
2000,C259144
2000,C259147
1999,C259148
2000,C259151
2000,C259152
1999,C259153
2000,C259154
2000,C259155
2000,C259158
2000,C259159
2000,C259161
1999,C259163
2000,C259164
2000,C259166
2000,C259168
2000,C259170
2000,C259173
2000,C259174
2000,C259175
2000,C259176
2000,C259177
2000,C259179
2000,C259180
2000,C259181
2000,C259182
2000,C259186
2000,C259187
2000,C259188
2000,C259190
2000,C259191
2000,C259193
2000,C259195
2000,C259196
1999,C259198
1999,C259199
2000,C259201
1999,C259202
2000,C259204
2000,C259205
2000,C259207
2000,C259210
2000,C259211
2000,C259212
2000,C259218
2000,C259223
2000,C259224
2000,C259227
2000,C259229
2000,C259231
2000,C259233
2000,C259235
2000,C259237
2000,C259238
2000,C259240
1999,C259241
1999,C259243
1999,C259245
1998,C259246
1998,C259247
2000,C259248
1999,C259249
2000,C259251
2000,C259253
2000,C259256
2000,C259257
2000,C259260
2000,C259261
2000,C259262
2000,C259265
2000,C259267
2000,C259271
2000,C259272
2000,C259274
2000,C259275
1999,C259277
2000,C259279
2011,1042765
1999,C259281
2000,C259282
2000,C259284
2000,C259285
1999,C259286
2000,C259287
2000,C259288
2000,C259289
1999,C259290
1998,C259293
1998,C259294
2000,C259295
2000,C259298
2000,C259299
2000,C259300
2000,C259301
2000,C259303
2000,C259304
2000,C259307
2000,C259308
2000,C259311
1999,C259313
2000,C259315
2000,C259319
1999,C259320
2000,C259321
1999,C259322
1999,C259327
2000,C259328
1999,C259329
2000,C259330
2000,C259331
1999,C259332
2000,C259333
2000,C259334
2000,C259335
2000,C259336
2000,C259337
2000,C259340
2000,C259342
2000,C259344
2000,C259345
2000,C259347
2000,C259349
2000,C259350
2000,C259351
2000,C259352
2000,C259355
2000,C259356
2000,C259358
2000,C259359
2000,C259360
2000,C259362
2000,C259364
2000,C259365
2000,C259368
2011,1042848
2000,C259369
2000,C259370
2000,C259371
2000,C259372
2000,C259373
2000,C259374
2000,C259377
2000,C259379
2000,C259380
2000,C259381
2000,C259382
2000,C259384
2000,C259385
2000,C259386
2000,C259387
2000,C259388
2000,C259392
2000,C259393
2000,C259394
2000,C259395
2000,C259400
2000,C259402
2000,C259403
2000,C259404
2000,C259405
2000,C259409
2000,C259411
2000,C259415
2000,C259416
2000,C259421
2000,C259422
2000,C259423
2000,C259426
2000,C259432
1999,C259433
2000,C259434
2000,C259435
1999,C259436
1999,C259437
2000,C259439
2000,C259440
2000,C259443
2000,C259445
1999,C259446
2000,C259447
2000,C259449
2000,C259451
2000,C259452
2000,C259453
2000,C259454
1999,C259455
1999,C259457
2000,C259458
1999,C259459
2000,C259461
2000,C259464
2000,C259466
2000,C259467
2000,C259469
2000,C259470
2000,C259477
2000,C259478
2000,C259479
2000,C259483
2000,C259484
2000,C259485
1998,C259486
2000,C259489
2000,C259490
2000,C259494
2000,C259500
2000,C259501
2000,C259503
2000,C259504
2000,C259505
2000,C259509
2000,C259510
2000,C259511
2000,C259514
1992,C192544
2000,C259517
2000,C259518
2000,C259519
2000,C259522
2000,C259524
2000,C259529
2000,C259530
2000,C259533
2000,C259534
2000,C259536
2000,C259537
2000,C259538
1999,C259539
2000,C259540
2000,C259542
1999,C259545
2000,C259548
2000,C259550
2000,C259552
2000,C259553
2000,C259554
2000,C259555
2000,C259556
2000,C259557
2000,C259562
2000,C259563
2000,C259568
2000,C259569
1999,C259571
2000,C259572
2000,C259573
1999,C259575
2000,C259576
2000,C259580
2000,C259582
2000,C259583
1999,C259584
1999,C259585
2000,C259586
2000,C259588
2000,C259590
2000,C259591
2000,C259592
2000,C259594
2000,C259595
2000,C259602
2000,C259603
2000,C259604
2000,C259605
2000,C259606
2000,C259608
2000,C259610
1999,C259611
2000,C259612
2011,1043114
2000,C259613
2000,C259614
2000,C259615
2000,C259616
2000,C259618
2000,C259619
2000,C259621
2000,C259622
2000,C259624
2000,C259625
2000,C259626
2000,C259627
2000,C259631
2000,C259633
2000,C259636
2000,C259641
2000,C259644
2000,C259645
2000,C259646
2000,C259647
2000,C259649
2000,C259650
2000,C259652
2000,C259653
2000,C259655
2000,C259656
1999,C259657
1998,C259658
1998,C259659
1999,C259660
1999,C259661
1999,C259662
2000,C259663
2000,C259667
2000,C259668
2000,C259670
2000,C259671
2000,C259672
2000,C259673
2000,C259675
2000,C259676
2000,C259677
2000,C259678
2000,C259679
1999,C259680
2000,C259683
2000,C259684
2000,C259687
2000,C259689
2000,C259691
2000,C259692
2000,C259697
2000,C259698
2000,C259699
2000,C259700
2000,C259701
2000,C259704
2000,C259705
2000,C259706
2000,C259707
2000,C259708
2000,C259709
2000,C259710
2000,C259711
2000,C259712
2000,C259714
2000,C259715
2000,C259716
2000,C259717
2000,C259719
2000,C259720
1999,C259721
2000,C259722
2000,C259723
2000,C259724
1998,C259730
2000,C259731
2000,C259732
1999,C259734
2000,C259735
2000,C259738
2000,C259739
2000,C259740
2000,C259741
2000,C259743
2000,C259745
2000,C259746
2000,C259747
2000,C259749
2000,C259750
2000,C259751
2000,C259752
2000,C259754
2000,C259756
1998,C259757
2000,C259758
2000,C259759
2000,C259760
2000,C259762
1999,C259763
2000,C259766
2000,C259767
2000,C259768
2000,C259769
2000,C259770
2000,C259771
2000,C259773
2000,C259776
2000,C259777
2000,C259778
1999,C259779
2000,C259780
2000,C259781
2000,C259782
2000,C259785
2000,C259786
2000,C259787
2000,C259788
2000,C259790
2000,C259791
2000,C259792
2000,C259794
2000,C259798
2000,C259799
2000,C259801
2000,C259803
2000,C259811
2000,C259812
2000,C259813
1999,C259814
2000,C259817
2000,C259818
2000,C259819
2000,C259822
2000,C259824
2000,C259831
2000,C259832
2000,C259834
2000,C259835
2000,C259837
2000,C259838
2000,C259841
2000,C259844
2000,C259846
2000,C259847
2000,C259848
1999,C259849
2000,C259851
2000,C259852
2000,C259853
2000,C259854
2000,C259855
2000,C259857
2000,C259859
2000,C259860
2000,C259862
2000,C259864
2000,C259867
2000,C259872
2000,C259873
2000,C259875
2000,C259877
1999,C259879
2000,C259880
2000,C259883
2000,C259884
2000,C259885
2000,C259887
2000,C259888
2000,C259889
2000,C259890
2000,C259891
1999,C259893
2000,C259894
2000,C259896
2000,C259900
2000,C259901
1999,C259902
2000,C259903
1999,C259905
2000,C259906
2000,C259908
2000,C259910
2000,C259911
2000,C259912
1998,C259913
2000,C259914
2000,C259915
2000,C259917
2000,C259918
2000,C259919
2000,C261127
2000,C259925
2000,C259926
2000,C259927
2000,C259928
2000,C259931
2000,C259934
1999,C259939
2000,C259940
2000,C259942
2000,C259946
2000,C259948
2000,C259949
2000,C259950
2000,C259951
2000,C259954
2000,C259955
2000,C259956
2000,C259957
2000,C259959
2000,C259960
2000,C259961
2000,C259963
2000,C259966
2000,C259967
2000,C259968
2000,C259970
1999,C259971
2000,C259973
2000,C259976
2000,C259977
2000,C259978
2000,C259979
2000,C259980
2000,C259982
2000,C259983
2000,C259984
2000,C263269
2000,C259985
2000,C259987
2000,C259990
2000,C259994
2000,C259999
2000,C260000
2000,C260003
2000,C260004
2000,C260005
2000,C260006
2000,C260007
2000,C260008
2000,C260009
2000,C260010
2000,C260011
2000,C260012
1999,C260013
2000,C260015
2000,C260018
2000,C260019
2000,C260020
2000,C260022
2000,C260027
2000,C261331
2000,C260029
2000,C260030
2000,C260031
1999,C260032
1999,C260033
2000,C260035
2000,C260036
2000,C260038
2000,C260039
2000,C260040
2000,C260043
2000,C260142
1999,C260044
2000,C260045
2000,C260046
2000,C260049
1999,C260051
2000,C260052
2000,C260053
2000,C260054
2000,C260057
2000,C260058
2000,C260059
2000,C260060
2000,C260061
2000,C260062
1999,C260063
2000,C260067
2000,C260069
1999,C260070
2000,C260071
2000,C260072
2000,C260074
2000,C260076
2000,C260078
2000,C260079
2000,C260080
2000,C260085
2000,C260087
2000,C260088
2000,C260089
2000,C260090
2000,C260091
1999,C260092
2000,C260093
2000,C260095
2000,C260096
2000,C260099
2000,C260102
2000,C260104
2000,C260109
2000,C260111
2000,C260113
2000,C260114
2000,C260115
2000,C260116
2000,C260117
2000,C260118
2000,C260119
2000,C260120
2000,C260121
2000,C260122
2000,C260124
2000,C260125
2000,C260126
2000,C260127
2010,1043550
2000,C260128
2000,C260129
2000,C260131
2000,C260133
2000,C260135
2000,C260137
2000,C260138
2000,C260139
2000,C260140
2000,C260143
2000,C260144
2000,C260145
2000,C260146
2000,C260148
2000,C260150
2000,C260151
2000,C260152
2000,C260153
2000,C260154
2000,C260156
2000,C260157
2000,C260159
2000,C260162
2000,C260164
2000,C260165
2000,C260167
2000,C260168
2000,C260169
2000,C260170
2000,C260171
2000,C260173
2000,C260174
1999,C260175
2000,C260178
2000,C260179
2000,C260180
2000,C260183
2000,C260184
2000,C260186
2000,C260187
2000,C260189
2000,C260190
2000,C260192
2000,C260193
2000,C260194
2000,C260196
2000,C260197
2000,C260198
2000,C260200
2000,C260201
2000,C260202
2000,C260205
2000,C260207
2000,C260208
2000,C260209
2000,C260210
2000,C260211
2000,C260216
2000,C260217
2000,C260218
2011,1043644
2000,C260219
2000,C260220
2000,C260222
2000,C260224
2000,C260225
2000,C260226
2000,C260230
2000,C260232
2000,C260233
2011,1043750
2000,C260234
2000,C260236
2000,C260238
2001,C269803
2000,C260241
2000,C260242
2000,C260243
2000,C260245
2000,C260247
2000,C260248
2000,C260249
2000,C260250
2000,C260251
2000,C260254
2000,C260255
1999,C260257
2000,C260258
2000,C260259
2000,C260261
2000,C260262
2000,C260263
2000,C260265
2000,C260266
2000,C260267
2000,C260270
2000,C260272
2000,C260274
2000,C260275
2000,C260277
2000,C260278
2000,C260279
2000,C260281
2000,C260282
2000,C260284
2000,C260286
2000,C260290
2000,C260291
2000,C260292
2000,C260293
2000,C260294
2000,C260296
2000,C260297
2000,C260303
2000,C260305
2000,C260306
2000,C260309
2000,C260311
2000,C260312
2000,C260315
2000,C260321
2000,C260322
2000,C260327
2000,C260328
2000,C260329
2000,C260331
2000,C260333
2000,C260336
2000,C260337
2000,C260338
2000,C260341
2000,C260343
2000,C260344
2000,C260345
2000,C260348
2000,C260349
2000,C260350
2000,C260351
2013,1062639
2000,C260352
2000,C260354
2000,C260357
2000,C260358
2000,C260361
2000,C260363
2000,C260364
2000,C260367
2000,C260368
2000,C260369
2000,C260370
2000,C260371
2000,C260372
2000,C260373
2000,C260375
2000,C260376
2000,C260377
2000,C260378
2000,C260379
2000,C260380
2000,C260381
2000,C260382
2000,C260383
2000,C260384
2000,C260387
2000,C260389
2000,C260392
2000,C260393
2000,C260394
2000,C260395
2000,C260396
2000,C260397
2000,C260399
2000,C260401
2000,C260403
2000,C260404
2000,C260406
2000,C260407
2000,C260408
2000,C260409
2000,C260416
2000,C260418
2000,C260419
2000,C260420
2000,C260421
2000,C260424
2000,C260425
2000,C260427
2000,C260432
2011,1043819
2000,C260434
2000,C260435
2000,C260438
2000,C260439
2000,C260440
2000,C260441
2000,C260442
2000,C260445
2000,C260448
2000,C260450
2000,C260451
2000,C260452
2000,C260453
2000,C260454
2000,C260456
2000,C260459
2000,C260460
2000,C260461
2000,C260462
2000,C260463
2000,C260465
2000,C260468
2000,C260469
2000,C260470
1998,C260472
2000,C260473
2000,C260474
1999,C260476
2000,C260477
2000,C260478
2000,C260479
2000,C260480
2000,C260482
2000,C260486
2000,C260488
2000,C260489
2000,C260491
2000,C260492
2000,C260493
2000,C260495
2000,C260498
1998,C260500
2000,C260504
2000,C260505
2000,C260507
2000,C260508
2000,C260509
1999,C260510
2000,C260512
2000,C260513
2000,C260515
2000,C260518
2000,C260520
1999,C260522
2000,C260525
2000,C260529
2000,C260530
2000,C260531
2000,C260535
2000,C260537
2000,C260538
1989,C260539
2000,C260540
2000,C260543
2000,C260548
2000,C260549
2000,C260550
2000,C260551
2000,C260553
2000,C260554
2000,C260555
2000,C260556
2000,C260557
2000,C260558
2000,C260559
2011,1043987
2000,C260561
2000,C260563
2000,C260565
2000,C260566
2000,C260567
2000,C260570
2000,C260572
2000,C260573
2000,C260575
2000,C260577
2000,C260578
2000,C260579
2000,C260580
2000,C260581
2000,C260583
2000,C260584
2000,C260587
2000,C260588
2000,C260589
2000,C260593
2000,C260594
2000,C260596
2000,C260599
2000,C260600
2000,C260601
2000,C260602
2000,C260606
2000,C260607
2000,C260609
2000,C260610
2000,C260611
2000,C260612
2000,C260613
2000,C260614
2000,C260617
2000,C260618
2000,C260619
2000,C260620
2000,C260621
2000,C260622
2000,C260624
2000,C260625
1999,C260627
2000,C260630
2000,C260631
2000,C260632
2000,C260634
2000,C260635
2000,C260636
2000,C260637
2000,C260638
2000,C260639
1998,C260640
2000,C260641
2000,C260642
2000,C260644
2000,C260645
2000,C260646
2000,C260647
2000,C260649
2000,C260650
2000,C260651
2000,C260654
2000,C260660
2000,C260661
2000,C260662
2000,C260663
2013,1062854
2000,C260664
2000,C260666
2000,C260667
2000,C260668
2000,C260669
2000,C260670
2000,C260671
2000,C260672
2000,C260673
2000,C260675
2000,C260678
2000,C260679
2000,C260680
2000,C260681
2000,C260682
2000,C260684
2000,C260685
2000,C260686
2000,C260687
2000,C260689
2000,C260690
2000,C260694
2000,C260695
2000,C260697
2000,C260699
2000,C260700
2000,C260707
2000,C260709
2000,C260710
2000,C260711
2000,C260712
1999,C260714
2000,C260716
1999,C260720
2000,C260722
2000,C260723
2000,C260724
2000,C260726
2000,C260732
2000,C260737
2000,C260739
2000,C260740
2000,C260741
2000,C260742
2000,C260743
2000,C260744
2000,C260746
2000,C260748
2000,C260753
2000,C260754
2000,C260755
2000,C260756
2000,C260757
2000,C260759
2000,C260760
2000,C260761
2000,C260762
2000,C260764
2000,C260766
2000,C260767
2000,C260768
2000,C260769
2000,C260770
2013,1062856
2000,C260773
2000,C260774
2000,C260775
2000,C260777
2000,C260779
2000,C260780
2000,C260781
2000,C260782
2000,C260783
2000,C260785
2000,C260786
2000,C260787
2000,C260788
2000,C260790
2000,C260791
2000,C260792
2000,C260793
2000,C260794
2000,C260795
2000,C260796
2000,C260797
2000,C260801
2000,C260803
2000,C260804
2000,C260805
2000,C260808
2000,C260809
2000,C260810
2000,C260813
2000,C260817
2000,C260820
2000,C260821
2000,C260822
2000,C260823
2000,C260824
2000,C260825
2000,C260827
2000,C260831
2000,C260832
2000,C260834
2000,C260836
2000,C260838
2000,C260841
1999,C260842
2000,C260849
2000,C260851
2000,C260852
2000,C260854
2000,C260858
1999,C260859
2011,1044165
2000,C260860
2000,C260861
2000,C260862
2000,C260863
2000,C260864
2000,C260865
2000,C260866
2000,C260867
2000,C260869
2000,C260874
2000,C260875
2000,C260877
2000,C260878
2000,C260880
2000,C260881
2000,C260882
2000,C260885
2000,C260886
2000,C260888
2000,C260889
2000,C260890
2000,C260891
2000,C260892
2000,C260893
2000,C260894
2000,C260895
2000,C260896
2000,C260898
2000,C260900
2000,C260901
2000,C260903
2000,C260906
2000,C260907
2000,C260908
2000,C260909
2000,C260917
2000,C260920
2000,C260921
2000,C260922
2000,C260923
2000,C260924
2000,C260925
2000,C260926
2000,C260928
2000,C260929
2000,C260930
2000,C260931
2000,C260941
2000,C260944
2000,C260945
2000,C260946
2000,C260947
2000,C260949
2000,C260950
2000,C260951
1999,C260952
2000,C260954
2000,C260957
2000,C260959
2000,C260960
2000,C260963
2000,C260964
2000,C260966
2000,C260967
2000,C260968
2000,C260970
2000,C260972
2000,C260973
2000,C260974
2000,C260976
2000,C260978
2000,C260981
2000,C260982
2000,C260986
2000,C260990
2013,1062858
2000,C260991
2000,C260993
2000,C260994
2000,C260995
2000,C260996
2000,C261000
2000,C261001
1999,C261005
2000,C261007
2000,C261009
2000,C261010
2000,C261011
2000,C261012
2000,C261013
2000,C261016
2000,C261022
2000,C261024
2000,C261025
2000,C261026
2000,C261027
2000,C261028
2000,C261031
2000,C261032
2000,C261033
2000,C261034
2000,C261035
1999,C261037
2000,C261043
2000,C261045
2000,C261046
2000,C261047
2000,C261048
2000,C261049
2000,C261051
2000,C261052
2000,C261053
2000,C261054
2000,C261055
2000,C261057
2000,C261059
2000,C261060
2000,C261061
2000,C261062
2000,C261066
2000,C261067
2000,C261069
2000,C261070
2000,C261072
2000,C261073
2000,C261075
2000,C261076
2000,C261078
1999,C261080
2000,C261081
2000,C261083
2000,C261085
2000,C261086
2000,C261087
2000,C261088
2000,C261089
2000,C261090
2000,C261091
2000,C261093
2000,C261095
2000,C261096
2000,C261097
2000,C261099
2000,C261102
2000,C261103
2000,C261104
2000,C261107
2000,C261108
2000,C261109
2000,C261110
2000,C261111
2000,C261114
2000,C261115
2000,C261117
2000,C261118
2000,C261119
2000,C261120
2000,C261122
2000,C261123
2000,C261125
2000,C261126
2000,C261130
2000,C261131
2000,C261132
2000,C261134
1999,C261137
2000,C261138
2000,C261139
2000,C261140
2000,C261141
2000,C261142
2000,C261143
2000,C261146
2000,C261147
2000,C261148
2000,C261149
2000,C261150
2000,C261153
2000,C261156
2000,C261157
2000,C261159
2000,C261161
2000,C261163
2000,C261165
2000,C261166
2000,C261167
2000,C261168
2000,C261170
2000,C261171
2000,C261172
2000,C261173
2000,C261174
2000,C261175
2000,C261176
2000,C261177
2000,C261182
2000,C261186
2000,C261188
2000,C261192
2000,C261193
2000,C261194
2000,C261196
2000,C261197
2000,C261199
2000,C261200
2000,C261202
2000,C261203
2000,C261204
2000,C261206
2000,C261207
2000,C261211
2000,C261213
2000,C261214
2000,C261215
2000,C261216
2000,C261217
2000,C261218
2000,C261219
2000,C261222
2000,C261224
2000,C261225
2000,C261227
2000,C261230
2000,C261231
2000,C261232
2000,C261233
2000,C261237
2000,C261239
1997,C261240
2000,C261241
2000,C261242
2000,C261244
2000,C261246
2000,C261247
2000,C261248
2000,C261249
2000,C261250
2000,C261251
2000,C261254
2000,C261256
2000,C261258
2000,C261259
2000,C261260
2000,C261261
2000,C261262
2000,C261263
2000,C261264
2000,C261265
2000,C261267
2000,C261268
2000,C261269
2000,C261270
2000,C261271
2000,C261274
2000,C261276
2000,C261281
2000,C261282
2000,C261287
2000,C261288
2000,C261290
2000,C261292
2000,C261293
2011,1044596
2000,C261294
2000,C261295
2000,C261297
2000,C261298
2000,C261300
2000,C261301
2000,C261304
2000,C261305
2000,C261306
2000,C261310
2000,C261312
2000,C261314
2000,C261315
2000,C261316
2000,C261317
2000,C261318
2000,C261319
2000,C261321
1998,C261323
2000,C261324
2000,C261325
2000,C261326
2000,C261327
2000,C261330
2000,C261335
2000,C261336
2000,C261337
2000,C261340
2000,C261341
2000,C261344
2000,C261345
2000,C261347
2000,C261348
2000,C261350
2000,C261351
2000,C261352
2000,C261354
2000,C261356
2000,C261357
2000,C261358
2000,C261359
2000,C261360
2000,C261361
2000,C261362
2000,C261363
2000,C261364
2000,C261365
2000,C261367
2000,C261368
2000,C261370
2000,C261371
2000,C261372
2000,C261373
2000,C261374
2000,C261375
2000,C261378
2000,C261379
2000,C261380
2000,C261381
2000,C261382
2000,C261383
2000,C261385
2000,C261387
2000,C261388
2000,C261389
2000,C261390
2000,C261391
2000,C261392
2000,C261393
2000,C261395
2000,C261396
2000,C261397
2000,C261398
2000,C261400
2000,C261401
2000,C261404
2000,C261406
2000,C261407
2000,C261410
2000,C261411
2000,C261413
2000,C261414
2000,C261415
2000,C261418
2000,C261421
2000,C261422
2000,C261425
2000,C261426
2000,C261428
2000,C261429
2000,C261436
2000,C261437
2000,C261439
2000,C261441
2000,C261442
2000,C261443
2000,C261444
2000,C261446
2000,C261447
2000,C261449
2000,C261450
2000,C261451
2000,C261452
2000,C261453
2000,C261454
2000,C261455
2000,C261457
2000,C261458
2000,C261459
2000,C261460
2000,C261461
2000,C261462
2000,C261463
2000,C261464
2000,C261465
2000,C261466
2000,C261470
2000,C261471
2011,1044684
2000,C261472
2000,C261473
2000,C261475
2000,C261476
2000,C261480
2000,C261481
2000,C261482
2000,C261484
2000,C261485
2000,C261489
2000,C261490
2000,C261491
2000,C261498
2000,C261500
2000,C261501
2000,C261502
2000,C261503
1998,C261504
2000,C261506
2000,C261507
2000,C261511
2000,C261515
2000,C261516
2000,C261520
2000,C261525
2000,C261526
2000,C261530
2000,C261532
2000,C261534
2000,C261538
1999,C261539
2000,C261540
2000,C261541
2000,C261542
2000,C261544
2000,C261545
2000,C261546
2000,C261547
1998,C261548
2000,C261550
2000,C261552
2000,C261553
2000,C261554
2000,C261557
2000,C261558
2000,C261561
2000,C261563
2000,C261565
2000,C261566
2000,C261568
2000,C261569
2000,C261570
2000,C261572
2000,C261574
2000,C261577
2000,C261578
2000,C261579
2000,C261582
2000,C261583
2000,C261585
2000,C261586
2000,C261588
2000,C261590
2000,C261592
2000,C261593
2000,C261598
2000,C261600
2000,C261601
2000,C261602
2000,C261603
2000,C261604
2000,C261610
2000,C261611
2000,C261614
2000,C261615
2000,C261618
2000,C261619
2000,C261620
2000,C261621
2000,C261623
2000,C261624
2000,C261625
2000,C261626
2000,C261628
2000,C261631
2000,C261635
2000,C261636
2000,C261639
2000,C261640
2000,C261643
2000,C261645
2000,C261646
2000,C261649
2000,C261650
2000,C261651
2000,C261652
2000,C261654
2000,C261655
2000,C261656
2000,C261658
2000,C261661
2000,C261663
2000,C261664
2000,C261666
2000,C261667
2000,C261669
2000,C261670
2000,C261671
2000,C261672
2000,C261673
2000,C261674
2000,C261676
2000,C261678
2000,C261680
2000,C261681
2000,C261683
2000,C261684
2000,C261685
2000,C261688
2000,C261689
2000,C261692
2000,C261693
2000,C261694
2000,C261695
2000,C261696
2000,C261697
2000,C261699
2000,C261700
2000,C261701
2000,C261703
2000,C261705
2000,C261706
2000,C261707
2000,C261708
2000,C261710
2000,C261711
2000,C261713
2000,C261716
2000,C261718
2000,C261719
2000,C261721
2000,C261722
2000,C261723
2000,C261724
2000,C261727
2000,C261728
2000,C261731
2000,C261733
2000,C261734
2000,C261735
1999,C261737
2000,C261740
2000,C261741
2000,C261743
2000,C261744
2000,C261746
2000,C261747
2000,C261750
2000,C261752
2000,C261755
2000,C261756
2000,C261757
2000,C261758
2000,C261760
2000,C261763
2000,C261764
2000,C261766
1999,C261767
2000,C261769
2000,C261772
2000,C261774
2000,C261776
2000,C261778
2000,C261779
2000,C261781
2000,C261785
2000,C261787
2000,C261791
2000,C261792
2000,C261794
2000,C261797
2000,C261798
2000,C261801
2000,C261802
2000,C261804
2000,C261805
2000,C261806
2000,C261807
2000,C261808
2000,C261809
2000,C261811
2000,C261813
2000,C261814
2000,C261815
2000,C261817
2000,C261818
2000,C261819
2000,C261820
2000,C261822
2000,C261823
2000,C261825
2000,C261826
2000,C261827
2000,C261828
2000,C261829
2000,C261831
2000,C261833
2000,C261834
2000,C261835
2000,C261836
2000,C261838
2000,C261839
2000,C261840
2000,C261842
2000,C261843
2000,C262168
2000,C261844
2000,C261850
1999,C261852
2000,C261853
2000,C261855
2000,C261856
2000,C261857
2000,C261860
2000,C261863
2000,C261864
2000,C261867
2000,C261869
2000,C261870
2000,C261871
2000,C261872
2000,C261875
2000,C261876
2000,C261879
2000,C261880
2000,C261882
2000,C261883
2000,C261884
2000,C261885
2000,C261886
2000,C261887
1999,C261888
2000,C261889
2000,C261890
2000,C261892
2000,C261895
2000,C261896
2000,C261898
2000,C261899
2000,C261900
1999,C261902
2000,C261904
2000,C261905
2000,C261906
2000,C261907
2000,C261908
2000,C261909
2000,C261910
2000,C261911
2000,C261914
2000,C261915
2000,C261918
1999,C261919
2000,C261920
2000,C261921
2000,C261922
2000,C261926
2000,C261930
2000,C261931
2000,C261932
2000,C261933
2000,C261934
2000,C261935
2000,C261938
2000,C261943
2000,C261944
2000,C261945
2000,C261948
2000,C261949
2000,C261950
2000,C261951
2000,C261952
2000,C261953
2000,C261954
2000,C261957
2000,C261959
2000,C261960
2000,C261962
2000,C261964
2000,C261966
2000,C261967
2000,C261968
2000,C261970
2000,C261971
2000,C261972
2000,C261973
2000,C261977
2000,C261978
2000,C261979
2000,C261980
2000,C261982
2000,C261984
2000,C261986
2000,C261987
2000,C261988
2000,C261989
2000,C261990
2000,C261994
2000,C261998
2000,C261999
2000,C262001
2000,C262002
2000,C262006
2000,C262007
2000,C262009
2000,C262012
2000,C262013
2000,C262014
2000,C262016
2000,C262017
2000,C262018
2000,C262019
2000,C262023
2000,C262024
2000,C262025
2000,C262027
2000,C262028
2000,C262029
2000,C262030
2000,C262031
2000,C262038
2000,C262039
2000,C262040
2000,C262042
2000,C262044
2000,C262045
2000,C262048
2000,C262049
2000,C262050
2000,C262051
2000,C262052
2000,C262053
2000,C262055
2000,C262056
2000,C262057
2000,C262059
2000,C262062
1999,C262064
2000,C262065
2000,C262066
2000,C262067
2000,C262068
2000,C262070
2000,C262072
2000,C262073
2000,C262074
2000,C262076
2000,C262078
2000,C262080
2000,C262081
2000,C262082
2000,C262083
2000,C262084
2000,C262085
2000,C262086
2000,C262087
2000,C262089
2000,C262090
2000,C262091
2000,C262092
2000,C262094
2000,C262095
2000,C262096
2000,C262098
2000,C262100
2000,C262101
2000,C262102
2000,C262110
2000,C262113
2000,C262115
2000,C262116
2000,C262117
2000,C262118
2000,C262120
2000,C262122
2000,C262125
2000,C262127
2000,C262131
2000,C262133
2000,C262134
2000,C263055
2000,C262138
2000,C262140
2011,1045288
2000,C262141
2000,C262142
2000,C262146
2000,C262147
2000,C262148
2000,C262149
2013,1064416
2000,C262151
2000,C262152
2000,C262155
2000,C262157
1999,C262158
2000,C262161
2000,C262162
2000,C262163
2000,C262166
2000,C262167
2000,C262169
2000,C262170
2000,C262171
2000,C262172
2000,C262173
2000,C262174
2000,C262178
2000,C262179
2000,C262181
2000,C262183
2000,C262184
2000,C262185
2000,C262186
2000,C262189
2000,C262193
2000,C262195
2000,C262196
2000,C262197
2000,C262198
2000,C262199
2000,C262200
1958,C262203
2000,C262204
2000,C262205
2000,C262207
2000,C262209
2000,C262211
2000,C262212
2000,C262216
2000,C262218
2000,C262220
2000,C262221
2000,C262222
2000,C262225
2000,C262227
2000,C262228
2000,C262230
1999,C262231
2000,C262233
2000,C262234
2000,C262237
2000,C262240
2000,C262247
2000,C262248
2011,1045413
2000,C262250
2000,C262252
2000,C262253
2000,C262256
2000,C262259
2000,C262260
2000,C262261
2000,C262263
2000,C262264
