officer_id,allegation_id
30875,C182077
16027,C182078
4797,C182078
23342,C182079
14249,C182079
4844,C182080
16133,C182080
15430,C182082
18099,C182083
18184,C182085
2956,C182086
13391,C182086
30483,C182087
14345,C182088
9079,C182088
26533,C182089
3165,C182090
2370,C182091
1657,C182092
26504,C182092
4976,C182093
21724,C182094
30030,C182095
19130,C182096
4836,C182097
19123,C182097
13792,C182097
409,C182097
1496,C182098
30996,C182098
18197,C182098
30639,C182098
12628,C182099
12782,C182099
18919,C182100
23533,C182101
20622,C182101
19060,C182102
9997,C182103
10778,C182103
28138,C182104
30320,C182104
19532,C182105
17555,C182105
31392,C182106
27183,C182107
5268,C182107
2982,C182108
19500,C182110
17141,C182111
10927,C182113
13869,C182115
18429,C182116
24573,C182117
27029,C182118
30869,C182119
31454,C182120
14716,C182121
23491,C182121
13595,C182122
25784,C182123
17749,C182123
2982,C182127
28540,C182127
17182,C182128
2956,C182128
13391,C182128
19677,C182129
9683,C182129
14615,C182129
16028,C182130
24623,C182132
22780,C182132
17399,C182134
30652,C182135
9030,C182135
28022,C182137
20099,C182139
22558,C182140
8226,C182140
10832,C182140
17816,C182142
6553,C182142
23452,C182143
7345,C182144
6908,C182144
30812,C182145
3429,C182146
29050,C182146
32289,C182151
22951,C182152
9985,C182152
28912,C182152
13261,C182152
29585,C182153
12867,C182154
13261,C182154
25028,C182154
7477,C182154
15232,C182155
11620,C182156
8488,C182157
12869,C182158
28002,C182158
15989,C182158
26535,C182160
22563,C182161
21410,C182161
11760,C182162
8074,C182162
30115,C182163
28302,C182163
2607,C182164
20412,C182164
9263,C182166
25584,C182166
32225,C182166
980,C182167
22298,C182170
25784,C182170
14662,C182170
3120,C182170
17749,C182170
8330,C182171
26526,C182172
21614,C182174
28805,C182175
17487,C182175
16789,C182177
10647,C182178
10651,C182178
25650,C182179
19094,C182180
6523,C182180
2910,C182183
28230,C182184
14094,C182184
5116,C182185
2353,C182186
8461,C182186
1100,C182186
12212,C182187
30089,C182187
11659,C182188
31720,C182188
29713,C182189
6509,C182189
29321,C182191
5355,C182193
31863,C182193
15162,C182194
27907,C182196
20913,C182196
8140,C182196
1287,C182196
15395,C182196
30057,C182196
28759,C182196
4844,C182196
21530,C182196
21735,C182196
16133,C182196
12299,C182197
13412,C182197
8838,C182197
1005,C182201
8561,C182203
2119,C182205
20884,C182205
19418,C182206
532,C182207
16241,C182207
8107,C182208
15395,C182208
30057,C182208
21735,C182208
20254,C182208
23273,C182209
28847,C182210
9879,C182211
498,C182211
5874,C182211
19818,C182212
18481,C182212
21093,C182212
18255,C182212
10744,C182212
7146,C182212
21985,C182212
15398,C182216
23747,C182217
5410,C182217
532,C182218
4492,C182218
31482,C182220
15004,C182221
11330,C182223
3415,C182223
13231,C182224
12322,C182226
29761,C182227
29462,C182227
17816,C182229
6553,C182229
18425,C182229
30951,C182230
7402,C182231
15051,C182231
15774,C182232
23513,C182232
31756,C182233
11179,C182234
11265,C182236
15994,C182237
29698,C182238
18316,C182238
25152,C182239
3950,C182240
2448,C182240
7233,C182241
8287,C182241
13303,C182243
31244,C182243
21940,C182243
20657,C182244
29441,C182244
9967,C182245
19304,C182245
2208,C182246
9705,C182246
20825,C182248
30656,C182249
6518,C182250
178,C182251
9133,C182251
31133,C182252
14538,C182252
13693,C182252
7597,C182252
21710,C182252
30597,C182255
19284,C182257
23827,C182257
28147,C182258
7509,C182260
15368,C182261
13125,C182264
16359,C182264
26535,C182265
22301,C182266
31906,C182267
15078,C182270
24598,C182270
7804,C182270
20719,C182270
7710,C182270
25654,C182271
23480,C182271
21412,C182273
3681,C182273
14203,C182274
3406,C182274
13546,C182274
12479,C182276
18341,C182276
10810,C182277
10493,C182278
11286,C182278
15565,C182278
27803,C182278
1628,C182278
9263,C182279
11297,C182279
25584,C182279
32225,C182279
28488,C182281
9855,C182281
20109,C182281
16126,C182281
7974,C182281
29327,C182281
14956,C182281
28018,C182281
31834,C182281
32256,C182281
27907,C182282
26401,C182283
30863,C182285
30200,C182285
12628,C182286
12782,C182286
7795,C182288
1103,C182288
979,C182288
30554,C182288
16608,C182288
11908,C182290
14630,C182291
7953,C182291
17894,C182292
26556,C182293
9957,C182295
28387,C182295
25743,C182295
30373,C182296
17963,C182297
3520,C182297
31476,C182297
16295,C182298
24739,C182299
8912,C182299
4488,C182300
7670,C182301
425,C182302
17816,C182302
6553,C182302
18425,C182302
26523,C182303
14856,C182303
20030,C182303
20080,C182303
27362,C182304
13125,C182306
1179,C182306
3993,C182307
22235,C182308
21514,C182308
22005,C182309
4874,C182310
23120,C182311
15694,C182312
3698,C182312
22620,C182312
31198,C182314
10856,C182315
2825,C182315
6102,C182316
31083,C182316
15137,C182316
19456,C182318
9643,C182318
28484,C182318
1877,C182319
1482,C182320
7548,C182322
3109,C182322
21006,C182326
21005,C182326
13326,C182327
23533,C182327
30898,C182327
15246,C182327
20622,C182327
30925,C182327
3174,C182328
2622,C182329
10795,C182329
3477,C182329
31553,C182329
15099,C182330
11975,C182330
7712,C182331
27932,C182331
26117,C182332
21410,C182334
28138,C182335
8404,C182336
10795,C182336
31581,C182336
14781,C182336
28224,C182336
32314,C182336
19098,C182337
20353,C182338
11862,C182339
1589,C182340
19522,C182341
20250,C182344
24766,C182344
32303,C182344
28586,C182346
31211,C182347
12692,C182348
21005,C182349
22099,C182350
19374,C182350
5915,C182351
7099,C182352
26105,C182352
14399,C182353
18119,C182354
28286,C182356
26383,C182357
137,C182358
3950,C182358
2448,C182358
8324,C182358
22011,C182359
24935,C182360
20826,C182361
25999,C182361
30890,C182362
8362,C182362
9415,C182362
13758,C182362
10864,C182362
5066,C182362
20904,C182362
22791,C182364
3355,C182367
2713,C182368
8505,C182369
17155,C182369
13292,C182370
30106,C182370
32398,C182370
6709,C182371
617,C182371
16028,C182372
1132,C182372
4813,C182373
31556,C182373
26680,C182373
21412,C182373
12849,C182373
23947,C182373
7247,C182373
25105,C182373
22945,C182374
23579,C182375
23359,C182376
26203,C182377
29391,C182379
14847,C182380
5033,C182380
10141,C182381
27093,C182381
26347,C182383
18232,C182384
21712,C182385
24995,C182385
31514,C182385
11101,C182387
26535,C182388
18083,C182388
18354,C182389
8799,C182389
15843,C182390
7447,C182390
18670,C182391
22006,C182392
24852,C182392
32293,C182392
11949,C182393
22563,C182394
2399,C182394
27415,C182394
27873,C182394
15848,C182395
7953,C182395
9932,C182396
18269,C182397
24151,C182397
20906,C182397
31139,C182398
20944,C182398
10161,C182399
8488,C182401
23362,C182403
8431,C182403
19522,C182404
7069,C182405
617,C182406
15465,C182407
25943,C182407
13495,C182408
30332,C182408
18848,C182409
4715,C182409
14404,C182410
31035,C182411
3514,C182412
19205,C182412
20250,C182413
26655,C182413
7552,C182413
16359,C182413
903,C182414
27602,C182414
2144,C182414
2208,C182414
18721,C182414
9705,C182414
6315,C182414
30217,C182414
25306,C182416
23792,C182416
19532,C182416
9919,C182416
16499,C182416
7974,C182419
7293,C182420
28580,C182421
1065,C182421
6709,C182422
617,C182422
3439,C182423
22149,C182423
3697,C182423
25317,C182424
4844,C182425
16133,C182425
3476,C182427
597,C182429
10126,C182431
29374,C182431
22316,C182431
24217,C182431
28740,C182433
27814,C182434
5079,C182436
12322,C182437
2448,C182437
12550,C182439
10636,C182440
30038,C182441
11175,C182441
4601,C182441
27054,C182442
7750,C182443
29043,C182443
20713,C182444
31293,C182446
16044,C182447
15510,C182448
8286,C182449
20907,C182449
4220,C182449
4422,C182450
31205,C182450
663,C182452
25157,C182453
178,C182453
545,C182454
9857,C182455
12641,C182456
32262,C182456
10228,C182457
16475,C182458
7359,C182459
16443,C182462
12450,C182463
26593,C182464
16345,C182464
12963,C182464
6406,C182465
17110,C182465
28002,C182466
22463,C182466
23243,C182466
23593,C182467
8134,C182468
12631,C182469
13674,C182469
9176,C182470
5246,C182471
2808,C182471
12713,C182472
27072,C182472
25496,C182473
6040,C182475
23170,C182475
30004,C182476
28761,C182477
11394,C182478
6346,C182479
22665,C182479
22002,C182479
4171,C182481
18431,C182482
27107,C182482
11002,C182483
7433,C182484
26439,C182485
23766,C182485
26174,C182485
88,C182485
32209,C182485
15832,C182487
711,C182488
20503,C182490
10840,C182490
29944,C182491
20980,C182491
28238,C182492
24591,C182493
1483,C182493
29917,C182493
8770,C182493
28625,C182493
3551,C182493
17176,C182493
26682,C182493
15479,C182494
19108,C182495
9043,C182497
19460,C182497
10949,C182498
1766,C182499
15702,C182500
16443,C182500
13291,C182500
14716,C182502
30801,C182503
31328,C182504
29544,C182506
698,C182507
9300,C182507
25710,C182509
17597,C182511
26951,C182511
15368,C182512
31278,C182512
18917,C182513
29944,C182515
24697,C182515
24285,C182518
10972,C182519
29341,C182520
27158,C182520
271,C182521
13123,C182522
13795,C182522
11494,C182522
10875,C182524
14179,C182524
26238,C182524
4914,C182525
31103,C182527
20823,C182529
15257,C182529
13995,C182529
22133,C182530
21246,C182531
30135,C182531
13451,C182531
17121,C182532
10338,C182532
24529,C182532
31132,C182533
23405,C182535
14441,C182535
11163,C182535
31569,C182535
15137,C182538
30646,C182538
8141,C182540
2642,C182540
407,C182540
15760,C182540
9090,C182541
18474,C182541
9233,C182542
20289,C182543
10812,C182543
29677,C182545
4617,C182545
2462,C182545
4695,C182546
32197,C182546
8645,C182547
27482,C182547
27989,C182547
6076,C182547
14437,C182547
25306,C182548
23792,C182548
9919,C182548
21069,C182551
8461,C182552
13762,C182552
13670,C182552
31034,C182552
13591,C182552
12247,C182552
28232,C182552
4844,C182554
16133,C182554
7473,C182557
21681,C182559
16789,C182559
7150,C182559
6155,C182559
23655,C182559
26320,C182559
19814,C182559
22455,C182559
21345,C182559
19898,C182559
30240,C182559
3760,C182559
12112,C182559
7355,C182560
19894,C182563
16199,C182564
2399,C182565
27873,C182565
28910,C182566
7982,C182566
6103,C182566
13709,C182566
10624,C182566
21150,C182566
29089,C182566
16129,C182566
23870,C182566
17840,C182567
30518,C182567
4733,C182567
27686,C182569
3503,C182569
22011,C182570
8601,C182571
7007,C182573
9182,C182573
2555,C182575
22852,C182577
23330,C182578
25978,C182579
24332,C182580
18475,C182581
8929,C182582
26695,C182583
12798,C182583
19711,C182584
27531,C182586
13732,C182587
6130,C182588
18282,C182589
7588,C182589
11799,C182591
8940,C182591
26216,C182591
23606,C182591
13699,C182592
24259,C182592
66,C182594
15308,C182594
24083,C182595
10965,C182595
26392,C182596
30849,C182598
9635,C182598
1290,C182599
3477,C182601
818,C182601
753,C182601
31581,C182601
25909,C182602
1891,C182602
20080,C182602
9576,C182603
58,C182603
8568,C182604
7617,C182604
1355,C182605
22193,C182605
3703,C182606
11501,C182606
13377,C182606
14389,C182608
19333,C182609
7099,C182610
2173,C182611
7826,C182611
7875,C182613
19246,C182613
22593,C182614
12671,C182614
7056,C182614
13412,C182614
2976,C182614
5181,C182615
27342,C182615
133,C182617
25401,C182617
2628,C182619
18082,C182619
597,C182622
20277,C182623
2982,C182624
4405,C182626
5259,C182626
5876,C182627
6113,C182628
5674,C182628
21540,C182628
6078,C182629
25519,C182630
26405,C182630
11562,C182631
16067,C182632
31211,C182632
10793,C182633
28249,C182635
22098,C182636
31720,C182636
26150,C182637
18847,C182638
22463,C182638
23243,C182638
12868,C182640
30934,C182642
15053,C182642
27907,C182643
15395,C182643
21530,C182643
21735,C182643
16359,C182643
581,C182644
7729,C182644
14684,C182645
6833,C182645
10131,C182648
11736,C182648
127,C182649
7391,C182649
15956,C182649
19709,C182649
9003,C182650
30890,C182651
11036,C182652
28120,C182652
12,C182653
2225,C182653
14702,C182653
9043,C182655
26819,C182656
30884,C182656
9964,C182657
20250,C182659
24766,C182659
32303,C182659
3576,C182660
10283,C182660
10875,C182662
27872,C182662
32289,C182663
24697,C182664
923,C182665
5577,C182666
13231,C182666
9962,C182668
19482,C182669
21341,C182670
21783,C182671
26710,C182671
1111,C182671
3612,C182671
24365,C182671
7499,C182671
6058,C182671
10687,C182671
10897,C182674
25149,C182675
18902,C182675
15465,C182675
25943,C182675
5459,C182676
2677,C182677
1168,C182677
25810,C182677
1056,C182678
20250,C182679
26655,C182679
15395,C182679
21735,C182679
3221,C182680
23747,C182682
5410,C182682
621,C182684
10596,C182686
12390,C182688
21370,C182688
15774,C182689
23513,C182689
16954,C182690
1936,C182691
18202,C182691
15622,C182691
30738,C182692
10079,C182692
13452,C182694
27258,C182695
11345,C182696
16403,C182696
3211,C182698
26864,C182698
3419,C182700
31103,C182701
12627,C182702
29746,C182704
2705,C182704
6783,C182705
6199,C182705
29311,C182705
25058,C182708
441,C182709
6106,C182709
29782,C182710
15924,C182712
7415,C182712
23088,C182712
4471,C182715
15257,C182716
16894,C182717
15991,C182717
11265,C182717
30664,C182718
14832,C182719
13595,C182720
3514,C182721
19205,C182721
28783,C182724
13624,C182725
15137,C182726
10806,C182727
15699,C182728
3470,C182729
30958,C182729
6664,C182731
15454,C182733
7553,C182733
4354,C182733
26391,C182735
23881,C182736
21988,C182737
30940,C182737
26947,C182738
8569,C182738
20193,C182739
5854,C182740
7812,C182740
22235,C182742
21514,C182742
10109,C182743
6605,C182744
9306,C182745
5723,C182745
19790,C182746
4807,C182748
23602,C182749
26362,C182749
1936,C182750
15622,C182750
8960,C182751
29887,C182753
8252,C182754
15847,C182755
5752,C182755
22058,C182755
28548,C182755
3839,C182756
8864,C182756
10195,C182756
28019,C182758
702,C182758
17083,C182759
2912,C182761
6757,C182762
26091,C182764
13923,C182765
14463,C182765
1994,C182766
1096,C182767
26362,C182767
17438,C182768
13586,C182769
14726,C182769
2925,C182771
30163,C182772
25885,C182773
66,C182774
25317,C182774
17334,C182775
12376,C182776
27392,C182776
30500,C182777
2205,C182778
28146,C182778
8124,C182778
25584,C182778
31139,C182779
20944,C182779
10482,C182780
31293,C182780
16172,C182782
12881,C182783
19155,C182783
11266,C182784
12967,C182784
10021,C182785
17110,C182785
14121,C182785
6104,C182786
22118,C182786
6787,C182787
5641,C182788
6648,C182793
28249,C182794
4844,C182795
16359,C182795
12631,C182796
13674,C182796
24094,C182797
8370,C182799
20478,C182800
11144,C182800
13595,C182800
27,C182800
12441,C182800
32206,C182800
19284,C182803
23827,C182803
21871,C182805
2383,C182805
9819,C182805
2956,C182805
13391,C182805
19652,C182805
23273,C182806
11204,C182808
2907,C182808
12335,C182809
20704,C182809
5579,C182809
2539,C182810
21030,C182811
12692,C182812
22044,C182812
17182,C182812
13336,C182812
2205,C182813
25584,C182813
1546,C182814
1290,C182814
23584,C182819
22716,C182819
6912,C182819
30275,C182819
5303,C182820
18780,C182823
27327,C182823
20254,C182825
1586,C182825
8606,C182826
2965,C182827
3220,C182827
29138,C182827
12601,C182827
17337,C182827
5446,C182827
19155,C182827
10539,C182827
12788,C182827
28540,C182828
10756,C182828
19797,C182829
8665,C182829
25306,C182830
9919,C182830
15057,C182831
17996,C182832
6293,C182833
15874,C182834
25306,C182837
23792,C182837
19532,C182837
9919,C182837
16456,C182839
6040,C182840
23170,C182840
1980,C182841
1613,C182841
23976,C182841
12546,C182842
14085,C182842
29918,C182843
6128,C182844
27841,C182844
23699,C182844
22020,C182844
17555,C182844
10341,C182845
17093,C182845
11860,C182846
31248,C182847
27712,C182847
10794,C182848
12374,C182850
26531,C182851
15548,C182852
16967,C182852
505,C182852
13992,C182852
7343,C182853
12595,C182855
21871,C182856
2383,C182856
30898,C182857
26927,C182857
1728,C182857
21837,C182857
30925,C182857
21705,C182859
2467,C182859
14894,C182859
1604,C182860
12601,C182861
17337,C182861
21611,C182862
4926,C182862
19155,C182863
12788,C182863
7147,C182864
10764,C182864
29696,C182866
26774,C182869
25692,C182869
3537,C182870
14472,C182870
1157,C182871
18009,C182873
25389,C182873
19883,C182874
22303,C182875
22304,C182875
20115,C182876
29353,C182877
875,C182877
19263,C182877
15402,C182877
25851,C182878
15502,C182879
11983,C182880
26180,C182881
14399,C182881
17440,C182882
11555,C182884
5276,C182884
12641,C182885
4605,C182885
24230,C182888
17502,C182888
9100,C182889
10991,C182890
5770,C182890
26856,C182891
11548,C182892
11345,C182893
21520,C182894
1012,C182895
4527,C182896
2223,C182897
2925,C182898
14659,C182899
4914,C182899
12595,C182900
6316,C182901
25290,C182901
12765,C182902
28232,C182902
25890,C182903
1167,C182903
7395,C182905
9821,C182906
24794,C182907
1205,C182908
18883,C182908
9819,C182908
27502,C182908
21692,C182909
12540,C182909
11046,C182910
25185,C182911
26433,C182911
21401,C182912
10656,C182912
13326,C182913
15246,C182913
7394,C182913
10231,C182913
22020,C182914
17555,C182914
14415,C182915
8348,C182915
11488,C182915
9215,C182915
16629,C182915
13116,C182915
17980,C182915
19598,C182915
31970,C182915
25705,C182917
12726,C182918
274,C182918
19013,C182918
11991,C182920
2663,C182920
1096,C182922
26362,C182922
18101,C182923
27877,C182923
11979,C182924
6584,C182924
11122,C182924
15840,C182925
3083,C182925
2084,C182925
24968,C182926
22185,C182927
12299,C182928
17001,C182930
16605,C182930
19265,C182932
2399,C182933
27873,C182933
27720,C182934
11581,C182935
30898,C182936
30925,C182936
17438,C182937
16153,C182937
19333,C182938
25661,C182940
2366,C182940
27811,C182940
29321,C182941
16647,C182941
19279,C182941
7892,C182941
8175,C182942
13090,C182942
4929,C182945
19030,C182946
17815,C182947
7478,C182947
7788,C182947
28740,C182948
25306,C182948
23792,C182948
19532,C182948
15137,C182949
16373,C182951
16155,C182952
19914,C182953
698,C182954
957,C182955
20910,C182955
615,C182956
14310,C182957
13813,C182957
9635,C182957
31098,C182958
7948,C182958
18901,C182958
16999,C182959
22818,C182960
3512,C182960
20771,C182960
10560,C182960
17682,C182962
20284,C182962
7900,C182964
12692,C182965
13336,C182965
12598,C182966
17285,C182967
28580,C182968
21399,C182968
28699,C182968
3551,C182969
25277,C182969
9997,C182970
3482,C182970
9576,C182970
25373,C182970
5382,C182970
58,C182970
7402,C182970
15051,C182970
15474,C182970
3189,C182970
17862,C182970
9202,C182971
13466,C182972
19279,C182973
26864,C182974
13138,C182975
8992,C182975
13500,C182975
11226,C182976
10897,C182976
19001,C182977
29035,C182977
9389,C182979
32228,C182979
21355,C182980
26325,C182981
20231,C182981
28805,C182982
591,C182982
8287,C182982
3494,C182983
31522,C182989
4723,C182989
9079,C182990
28702,C182992
20176,C182993
31006,C182993
16715,C182993
19947,C182993
6199,C182994
21880,C182994
2001,C182995
1604,C182996
21837,C182997
16439,C182997
28607,C182997
11710,C182998
11382,C182999
27258,C183000
6369,C183001
27362,C183002
5116,C183004
26572,C183005
14682,C183007
17723,C183008
22859,C183009
9646,C183011
28047,C183012
9268,C183013
9109,C183013
17515,C183014
28685,C183015
6199,C183017
7943,C183017
24017,C183017
19300,C183017
5499,C183017
9712,C183017
1179,C183018
2572,C183022
3956,C183023
7047,C183024
15622,C183025
19119,C183027
13326,C183027
15246,C183027
7394,C183027
2205,C183027
20586,C183027
10231,C183027
15516,C183028
23691,C183029
9979,C183029
12381,C183029
14106,C183029
17840,C183031
23999,C183031
16882,C183032
1546,C183033
1290,C183033
5756,C183034
25978,C183035
5128,C183036
13535,C183037
1397,C183037
3328,C183040
15447,C183041
19449,C183044
7784,C183044
15177,C183045
31172,C183045
7747,C183046
16491,C183047
16481,C183048
13116,C183050
24274,C183050
19289,C183051
29445,C183052
15653,C183053
20000,C183053
2021,C183054
22531,C183054
4125,C183055
15232,C183056
26075,C183057
9389,C183059
27214,C183062
15865,C183065
9374,C183066
3254,C183067
25890,C183068
18104,C183068
5738,C183070
28791,C183070
15825,C183071
3869,C183071
15500,C183072
8116,C183072
2941,C183073
8226,C183075
5030,C183076
1897,C183077
7924,C183078
26572,C183078
27938,C183079
11869,C183081
22898,C183082
24240,C183083
28230,C183084
19884,C183084
5577,C183085
22780,C183085
3211,C183087
26864,C183087
30663,C183087
19278,C183087
13536,C183088
18681,C183089
16153,C183090
26325,C183091
20231,C183091
4695,C183092
27907,C183092
15774,C183092
8140,C183092
21530,C183092
23513,C183092
2370,C183092
32197,C183092
979,C183093
30554,C183093
25558,C183094
7974,C183094
28480,C183095
24653,C183095
11463,C183095
4410,C183095
10555,C183098
12366,C183099
19477,C183100
30749,C183100
3119,C183101
10367,C183102
5039,C183102
24256,C183102
3105,C183102
7310,C183102
23649,C183102
22809,C183102
27047,C183104
16602,C183104
10752,C183105
28677,C183105
9003,C183105
11731,C183107
2936,C183108
2615,C183108
27932,C183108
28607,C183109
26840,C183110
26308,C183111
20363,C183112
1931,C183112
28226,C183112
8155,C183113
7610,C183113
30017,C183114
9460,C183115
6102,C183115
27882,C183116
18403,C183117
27377,C183117
5287,C183118
20622,C183120
26927,C183121
21837,C183121
23613,C183122
5090,C183123
14009,C183123
111,C183125
28459,C183126
26520,C183126
13908,C183126
32368,C183126
18378,C183127
7825,C183128
21714,C183129
11871,C183129
28625,C183130
19750,C183131
13620,C183131
21301,C183132
22322,C183133
2421,C183135
23293,C183136
850,C183136
2628,C183137
7712,C183137
27932,C183137
7734,C183138
29177,C183139
2368,C183140
7846,C183141
26651,C183143
13501,C183144
11739,C183145
19730,C183146
4763,C183147
12467,C183148
11820,C183148
30652,C183150
9030,C183150
10418,C183150
3343,C183150
28841,C183150
31464,C183150
22785,C183150
15430,C183152
1097,C183153
29935,C183153
2529,C183154
26548,C183157
10398,C183158
20394,C183160
26951,C183162
90,C183164
14659,C183164
2493,C183165
13134,C183165
25979,C183166
7069,C183167
10341,C183169
7816,C183169
23179,C183172
18040,C183175
29892,C183175
5665,C183175
15830,C183175
18934,C183175
5359,C183175
13125,C183177
21005,C183178
7727,C183179
20749,C183181
18184,C183181
20749,C183183
28295,C183184
13500,C183185
7694,C183185
3211,C183186
5819,C183187
19263,C183187
18924,C183188
22463,C183188
28586,C183189
28477,C183190
29106,C183191
17540,C183192
13260,C183192
16840,C183193
2096,C183193
16888,C183194
11393,C183194
15368,C183195
31278,C183195
21657,C183196
19748,C183196
19795,C183197
2705,C183199
14933,C183200
27549,C183200
24473,C183200
17446,C183202
5293,C183203
19323,C183205
23820,C183207
14939,C183207
790,C183208
2669,C183209
14868,C183210
10565,C183210
30717,C183212
7612,C183212
641,C183213
26524,C183213
11633,C183214
10742,C183215
26771,C183216
22859,C183217
4236,C183218
8663,C183219
14223,C183221
18843,C183221
24741,C183221
14190,C183222
6973,C183222
20961,C183223
17440,C183225
12502,C183225
11594,C183226
14203,C183227
6433,C183228
17404,C183228
11604,C183230
28418,C183231
19200,C183232
6316,C183233
22558,C183236
10299,C183236
6745,C183238
127,C183239
13931,C183240
20422,C183240
12458,C183240
19335,C183241
15816,C183242
21065,C183242
5241,C183245
6503,C183245
28800,C183247
27524,C183248
27528,C183248
8216,C183249
19627,C183251
13927,C183256
26280,C183257
5293,C183258
12479,C183258
24068,C183258
1547,C183258
18341,C183258
20713,C183258
3947,C183259
14688,C183259
30320,C183259
8567,C183260
1831,C183262
1469,C183262
16035,C183262
30876,C183262
27054,C183262
12798,C183263
25796,C183264
14474,C183264
26287,C183264
17168,C183264
30093,C183266
3033,C183267
31053,C183268
23681,C183268
2410,C183268
4385,C183269
26425,C183270
8359,C183270
12795,C183271
18326,C183271
15395,C183272
4844,C183272
6296,C183273
25333,C183273
13612,C183274
16280,C183275
14685,C183275
9987,C183276
7618,C183276
13659,C183277
645,C183278
17185,C183280
31085,C183281
16571,C183282
11512,C183283
6064,C183283
10338,C183284
18286,C183284
24863,C183285
10782,C183286
10585,C183287
17840,C183288
23739,C183288
24653,C183288
30793,C183288
4439,C183291
11022,C183292
2724,C183292
31733,C183293
10047,C183293
16099,C183293
8339,C183293
17636,C183294
11269,C183294
421,C183297
7934,C183297
1415,C183298
31365,C183299
9369,C183300
27392,C183300
24480,C183301
19333,C183302
19488,C183303
18964,C183303
2555,C183304
21435,C183304
22898,C183305
27651,C183305
24760,C183306
9744,C183306
4874,C183308
9156,C183308
21030,C183309
11715,C183310
26300,C183310
4323,C183311
9332,C183311
27310,C183312
13444,C183312
27627,C183312
7826,C183313
12627,C183316
11059,C183317
18974,C183318
11860,C183319
17413,C183319
22167,C183319
22802,C183319
27392,C183319
6584,C183320
2145,C183321
17951,C183322
1056,C183323
926,C183324
30518,C183325
5854,C183326
2394,C183326
19921,C183326
18375,C183326
436,C183327
24938,C183327
14254,C183328
16731,C183328
12713,C183329
3400,C183332
18004,C183336
13541,C183337
20094,C183338
18341,C183339
18292,C183341
4166,C183342
6792,C183342
9369,C183342
23588,C183342
27679,C183342
18023,C183342
22559,C183342
23800,C183342
7999,C183342
22633,C183343
20855,C183344
5259,C183344
29752,C183346
4719,C183346
27750,C183346
13869,C183348
7974,C183351
28018,C183351
12554,C183351
9263,C183352
32225,C183352
18218,C183354
21564,C183355
3722,C183356
3550,C183356
24993,C183358
12247,C183358
6925,C183359
16754,C183359
30862,C183360
191,C183360
25335,C183360
11604,C183360
8944,C183360
30167,C183362
5259,C183364
6546,C183364
11923,C183365
11226,C183365
10897,C183365
7218,C183366
3760,C183366
17789,C183367
2013,C183368
6728,C183368
2132,C183370
20944,C183371
3557,C183371
10555,C183372
4251,C183373
7293,C183373
21310,C183373
2693,C183374
14971,C183374
32455,C183374
24094,C183375
15447,C183375
18087,C183375
24095,C183375
6987,C183377
7875,C183377
6242,C183377
30395,C183378
15719,C183378
12408,C183381
25532,C183382
13938,C183383
31103,C183384
23870,C183385
10877,C183386
32306,C183386
20451,C183387
8711,C183388
25335,C183388
1133,C183389
25140,C183392
8138,C183393
30004,C183394
821,C183396
11048,C183396
4678,C183397
29127,C183398
30603,C183399
11463,C183400
26180,C183402
26927,C183403
21340,C183403
11871,C183403
6316,C183406
29319,C183406
12966,C183407
20626,C183407
7569,C183409
5219,C183410
27430,C183411
8947,C183412
28805,C183412
30830,C183414
26725,C183414
13699,C183414
446,C183414
1762,C183415
31631,C183416
24160,C183417
26910,C183418
25335,C183420
24126,C183421
11563,C183421
14685,C183421
13364,C183422
23875,C183423
29773,C183423
15121,C183424
27661,C183424
29668,C183426
17707,C183426
11224,C183427
16856,C183429
26148,C183429
11918,C183430
18354,C183431
5289,C183431
10187,C183432
19098,C183432
787,C183434
12422,C183434
24929,C183435
2156,C183436
28391,C183437
9964,C183438
21683,C183438
20159,C183438
24407,C183438
31209,C183439
22305,C183439
676,C183440
28924,C183441
29090,C183442
7694,C183442
30869,C183443
27339,C183445
27661,C183445
9556,C183445
26169,C183446
13536,C183446
4993,C183446
8462,C183446
1183,C183447
13391,C183447
27561,C183448
19289,C183449
6449,C183449
16909,C183450
26168,C183450
8970,C183451
31696,C183452
6344,C183453
8421,C183454
17285,C183454
1745,C183455
13936,C183456
17091,C183456
24680,C183456
3632,C183456
13629,C183457
20713,C183459
28047,C183460
10555,C183462
1546,C183463
1290,C183463
30759,C183464
24935,C183467
20486,C183468
16591,C183469
19102,C183470
7499,C183470
10687,C183470
1054,C183471
25549,C183471
17228,C183471
30166,C183471
5577,C183471
13231,C183471
24623,C183471
22780,C183471
2583,C183471
9371,C183471
19132,C183472
25451,C183473
3514,C183473
19205,C183473
17765,C183473
14756,C183474
25126,C183475
11543,C183476
30814,C183476
21894,C183476
8019,C183477
4955,C183478
15222,C183478
29321,C183479
24661,C183481
11760,C183482
21567,C183483
17091,C183484
17092,C183484
26959,C183485
19677,C183486
25827,C183486
23342,C183486
19477,C183486
1650,C183486
19389,C183486
14249,C183486
30749,C183486
2370,C183487
4476,C183488
14566,C183489
16156,C183490
2223,C183491
21819,C183492
17798,C183492
15330,C183492
5553,C183492
24783,C183494
24744,C183494
24306,C183495
6471,C183496
5018,C183496
3286,C183497
22656,C183497
24794,C183497
12302,C183497
32314,C183497
8292,C183498
11622,C183499
11350,C183500
30979,C183501
1891,C183502
31697,C183503
31297,C183504
15148,C183505
23547,C183505
15653,C183507
20000,C183507
15253,C183508
29704,C183509
24928,C183510
