allegation_id,gender,race
1066494,F,""
1066492,M,White
1066495,M,Black
1066491,M,White
1066490,M,Black
1066255,F,Black
1066258,F,Black
1066257,M,Black
1066253,M,Black
1066259,F,Black
1066192,F,Black
1066349,F,Black
1065780,F,Black
1065309,M,Black
1066346,M,Black
1066344,M,Black
1066342,M,Black
1063595,M,Black
1066348,M,Black
1066421,F,Black
1066420,M,White
1066436,F,Black
1066440,F,""
1066433,M,Black
1066437,F,""
1066435,M,Black
1066433,F,Black
1043606,M,Hispanic
1039919,M,Black
1048600,M,Hispanic
1048600,F,White
1046684,F,Hispanic
1049960,M,Black
1062461,F,Black
1066521,M,Black
1065731,F,Black
1065592,M,Black
1066528,F,Black
1066524,M,Black
1066525,F,Black
1066329,F,""
1066326,F,White
1066322,M,Black
1066319,M,Black
1066313,M,Black
1066315,M,Black
1066314,F,Black
1066319,M,Black
1066317,M,Black
1066318,F,White
1066312,M,Black
1066316,M,Black
1066321,F,White
1066316,M,Asian/Pacific Islander
1066316,F,Black
1066352,F,Black
1066351,M,Black
1066353,M,Black
1066354,F,Black
1066357,F,""
1066355,F,Black
1066358,M,Black
1057055,F,Black
1057055,F,Black
1066496,F,Black
1066497,M,Asian/Pacific Islander
1066499,F,White
1066498,M,White
1066526,M,Black
1066513,"",""
1066523,M,Black
1066522,F,Black
1066527,M,Black
1066537,M,Black
1065934,F,Black
1066536,M,Black
1065965,M,Black
1065934,M,Black
1066534,M,White
1066535,M,Black
1066533,F,Black
1065706,M,Black
1066277,F,Black
1065514,F,Black
1065543,M,Black
1065820,M,Black
1066035,F,Black
1065408,M,Black
1045777,M,Hispanic
1045777,M,Hispanic
1045777,M,Hispanic
1045777,M,Hispanic
1047505,M,Black
1047505,F,Black
1048159,F,Black
1061900,F,Black
1058060,M,Black
1058060,M,Black
1062575,M,Black
1066531,M,Black
1066532,M,Black
1066529,M,Black
1066530,M,Black
1064293,M,Black
1066586,M,Hispanic
1066592,M,Black
1066598,M,Black
1066597,M,Black
1066594,F,Black
1066595,F,White
1066593,M,Black
1066596,M,Black
1064428,F,Black
1064599,M,Hispanic
1066601,F,Black
1066602,F,Black
1066603,M,Black
1066356,F,""
1066356,F,White
1035336,"",""
1066360,F,Black
1066359,F,Black
1066361,M,Hispanic
1049900,M,Black
1053142,F,Black
1055061,F,Black
1058863,M,Black
1066447,M,""
1066068,F,White
1066451,M,White
1066446,F,Black
1066452,M,Black
1066449,M,Black
1066450,M,Black
1056346,M,Black
1066422,M,Black
1066517,M,Hispanic
1066520,M,Black
1066515,M,Black
1066037,F,Hispanic
1066037,F,Hispanic
1066037,M,Hispanic
1066052,M,Black
1066114,M,White
1066518,M,White
1066519,F,Black
1066500,F,White
1066513,M,""
1066514,M,White
1066516,M,Hispanic
1066604,F,Black
1066605,M,White
1066607,M,White
1066606,M,Black
1066608,M,Black
1066609,F,Black
1066304,M,Black
1034797,M,Black
1042282,M,Black
1042282,M,Black
1059658,M,Hispanic
1066626,M,Black
1066627,M,Hispanic
1066621,F,Black
1066624,M,Black
1041805,M,Black
1058661,F,White
1058000,M,Black
1066550,M,Black
1066551,F,Black
1066548,M,White
1066553,M,Black
1065691,F,Black
1065881,F,Black
1065856,F,Black
1066542,F,Black
1066538,F,Hispanic
1066303,F,Black
1066540,M,White
1066541,M,Black
1066430,M,Black
1066539,M,Black
1066453,F,Black
1066448,F,White
1035336,M,Black
1066061,M,Black
1065630,F,Black
1066461,F,Black
1066457,M,Black
1066460,F,Black
1066456,M,Black
1066454,M,Black
1066458,F,Black
1066459,F,Hispanic
1066464,F,White
1066463,F,White
1066466,F,Black
1066462,F,Black
1066464,M,White
1065811,F,Black
1066618,M,Black
1065991,M,Hispanic
1065052,M,White
1066621,F,Black
1066614,M,Asian/Pacific Islander
1066619,M,Black
1066620,F,Black
1066623,M,Black
1066622,M,Black
1066620,M,Black
1066619,M,Black
1066625,M,Black
1066625,M,Black
1066617,M,White
1066614,F,Asian/Pacific Islander
1066611,M,Black
1066615,F,Hispanic
1066612,M,Black
1066543,F,Hispanic
1066547,F,Black
1066545,F,Hispanic
1066544,M,Black
1066546,F,Black
1065985,F,Hispanic
1066206,M,Black
1066305,M,Black
1066373,M,Black
1066633,F,Black
1066635,M,Black
1066628,F,Black
1066638,M,Hispanic
1066636,F,White
1066636,F,White
1066637,M,Black
1066639,M,Black
1066640,M,Black
1066223,M,Black
1066512,M,White
1066506,M,Black
1066504,F,White
1066393,F,Black
1066510,F,Hispanic
1066501,M,White
1066508,M,Black
1066511,F,Black
1066509,M,Black
1066504,M,Hispanic
1066505,M,White
1066507,M,Black
1066502,F,Black
1066503,M,White
1062326,M,Black
1066574,M,Black
1066569,F,Black
1066575,M,White
1066568,F,Black
1066571,M,Black
1066576,M,Hispanic
1066572,F,Black
1065802,M,Asian/Pacific Islander
1065252,F,""
1065469,M,Black
1063788,M,Black
1057756,M,Hispanic
1057756,F,Hispanic
1066489,F,Hispanic
1066465,M,Black
1066484,M,Black
1066483,M,White
1066486,M,White
1066485,M,White
1066487,M,White
1066488,M,White
1066474,M,Black
1066481,M,Hispanic
1066475,F,Black
1066474,F,Black
1066474,F,Black
1066479,M,Black
1066476,M,White
1065568,M,White
1048452,"",Hispanic
1048452,F,Hispanic
1049262,M,Black
1052194,M,Black
1066380,F,Black
1065908,M,Black
1065615,M,Black
1066658,F,Black
1066643,F,White
1066662,M,White
1066660,M,Black
1066658,M,Black
1066661,M,White
1066659,F,Black
1066657,M,Black
1066664,F,White
1066663,M,White
1066663,M,White
1066665,M,Black
1066665,F,Black
1066666,F,Black
1066648,M,Black
1066646,M,Hispanic
1066573,M,White
1066560,F,Black
1066558,M,Black
1066565,F,Black
1066561,M,Black
1066567,F,Black
1066554,M,Black
1066564,F,Black
1066562,M,Black
1066559,M,White
1066566,F,Black
1066088,F,Black
1066563,M,""
1066556,F,Black
1066555,M,Hispanic
1065815,F,Black
1066580,F,Black
1066582,M,Black
1066579,F,Hispanic
1066581,F,Black
1050309,F,Black
1061722,M,Black
1065691,M,Black
1065829,M,Black
1065831,F,Black
1065828,M,Black
1065830,M,White
1065827,M,Black
1065837,F,Black
1065833,F,Black
1065839,M,Black
1065836,F,Black
1065835,"",""
1065838,M,Black
1065834,F,""
1055441,F,Black
1065843,F,White
1065841,M,Hispanic
1065841,M,White
1065840,F,Black
1065843,M,White
1065842,F,Black
1065840,M,Black
1065845,F,Hispanic
1055042,M,Black
1055042,F,Black
1054231,M,Black
1054009,M,Black
1053982,M,Black
1066391,M,White
1066391,M,Black
1066391,M,White
1066395,F,Black
1066392,F,White
1066394,M,Asian/Pacific Islander
1066396,M,White
1066392,M,Black
1064954,M,Black
1066388,F,Black
1066381,F,Black
1066385,F,Black
1066386,F,White
1066583,F,White
1066578,M,White
1066577,M,Black
1065233,F,Hispanic
1050640,M,Black
1050512,M,Black
1052788,M,Black
1059407,M,Black
1059407,F,Black
1066584,F,Black
1066585,M,Black
1066590,F,Black
1066589,F,White
1066418,F,Hispanic
1066591,F,Black
1066589,"",""
1066588,M,Black
1066616,F,Black
1066600,M,Black
1066599,M,Black
1066610,F,Black
1066613,F,Black
1065194,M,Black
1055737,M,White
1055737,M,White
1059748,M,Black
1066643,F,White
1066642,F,""
1066641,F,White
1066513,M,""
1066632,F,Black
1066631,M,White
1066629,M,Black
1065095,M,Black
1063618,F,White
1063820,M,Black
1065847,M,White
1065858,F,White
1065857,F,Black
1065855,F,Black
1065856,F,Black
1065854,F,Black
1065850,M,Black
1065852,M,Black
1065851,M,Black
1065849,F,Black
1065848,M,Black
1065853,M,Hispanic
1065864,F,Hispanic
1065862,M,Black
1065860,M,Black
1065863,M,Hispanic
1065861,M,Black
1066381,M,Black
1066383,F,Black
1066390,M,Black
1066384,F,White
1066384,F,Black
1066381,M,Black
1066390,M,Black
1066387,F,Black
1066381,F,Black
1064506,F,Black
1064506,M,White
1066380,F,Black
1066376,F,Black
1066376,M,Black
1066368,M,Black
1066370,F,Black
1066377,M,""
1066379,M,Black
1065891,M,Black
1066377,F,White
1066375,M,Hispanic
1066378,M,White
1066369,M,Black
1066373,M,Black
1066370,M,Black
1066267,F,White
1066382,F,Hispanic
1066381,F,Black
1045810,M,Black
1044495,M,Hispanic
1060591,F,White
1060591,F,White
1059713,F,Black
1064499,M,Black
1065791,M,Black
1065793,M,Black
1065793,M,Black
1065780,F,Black
1064667,"",""
1065246,M,Black
1065782,M,Black
1065760,M,Black
1060591,F,Hispanic
1065784,F,Black
1065781,F,Black
1065781,"",""
1065781,F,Black
1060591,M,Hispanic
1065788,M,Black
1065785,F,Asian/Pacific Islander
1065787,M,""
1066018,M,Black
1066015,F,Black
1066019,M,Black
1066017,M,Black
1066014,F,Black
1066016,M,Black
1066022,F,Black
1047958,F,White
1066022,F,Black
1066021,F,Black
1047309,M,Black
1062732,F,Black
1065285,M,Black
1066105,M,Black
1066107,F,Black
1065841,M,White
1066106,F,Black
1066109,M,White
1066104,M,Black
1066108,M,Hispanic
1066037,F,Hispanic
1038595,M,Black
1049310,F,Black
1064382,F,Black
1063967,M,Black
1065878,M,Black
1065876,M,Hispanic
1065874,M,Black
1065879,F,""
1065832,M,White
1065877,F,Black
1065873,F,Black
1065875,F,Black
1065866,M,Black
1064089,M,Black
1065870,F,Black
1065872,M,White
1065869,M,""
1065867,M,Black
1065871,F,Black
1065832,M,White
1064089,F,Black
1065868,F,White
1066370,F,Black
1066374,M,Black
1066371,M,Hispanic
1066370,F,Black
1066372,M,Black
1064117,F,White
1064180,M,Hispanic
1064225,M,Black
1064180,F,Hispanic
1064225,F,Black
1065581,M,Black
1066477,M,White
1066480,F,Black
1066482,F,White
1066478,F,White
1066473,M,Black
1066439,M,White
1066472,F,White
1066467,F,White
1066469,F,White
1065790,M,Black
1065203,F,Black
1063892,F,Black
1065120,M,Black
1066087,M,Black
1066092,M,Black
1066090,F,Black
1066094,M,Hispanic
1066093,M,Black
1066091,M,Black
1066086,M,Black
1066082,F,White
1066089,M,White
1066079,F,Hispanic
1066080,F,Black
1066084,F,Hispanic
1066081,M,Black
1066088,F,Black
1066085,F,Black
1065560,M,Asian/Pacific Islander
1064975,F,Black
1066072,F,White
1064880,M,Black
1065865,M,Hispanic
1065158,M,Black
1066095,M,Black
1066099,F,Black
1065108,M,Black
1066100,M,Black
1065841,M,White
1065865,M,White
1066102,F,White
1064679,M,White
1066097,M,Black
1066097,M,Black
1066098,M,Black
1065841,M,Hispanic
1066101,M,Black
1066103,M,Black
1066096,"",""
1064343,M,Hispanic
1065885,F,Hispanic
1065880,F,Hispanic
1065880,M,Hispanic
1065882,M,Black
1065880,"",""
1065883,M,White
1065880,F,Hispanic
1065884,F,White
1065881,F,Black
1065166,F,White
1062253,M,Black
1065910,M,Black
1065909,M,Black
1065914,M,""
1065911,F,Black
1065912,M,Black
1065914,F,Hispanic
1065920,F,Black
1065918,F,Hispanic
1065924,F,Black
1065919,M,Black
1065922,F,Black
1065287,F,Black
1040637,M,Hispanic
1058194,F,Black
1065030,M,White
1065367,M,Hispanic
1066179,M,White
1066178,M,Black
1063680,M,White
1066186,M,Black
1066182,M,Black
1066181,F,Black
1066184,F,Black
1066177,M,Black
1066180,M,Black
1066180,M,Black
1066180,M,Black
1066183,M,White
1066185,F,Black
1066071,F,Black
1066070,F,Black
1066077,F,White
1066075,M,White
1065054,M,Black
1066078,F,Black
1065075,F,Hispanic
1066074,M,Black
1065185,M,Black
1066069,F,Black
1066076,M,Black
1065121,F,""
1065034,M,Black
1065034,M,Black
1065778,F,Hispanic
1066067,F,Hispanic
1054372,F,Black
1054372,M,Black
1064679,F,White
1066110,F,Hispanic
1066114,M,White
1066111,M,White
1058458,M,Black
1066272,M,White
1066275,F,Black
1066271,F,Black
1066273,F,White
1066268,M,Hispanic
1066270,F,Black
1066274,M,Black
1064632,M,Black
1066276,F,Black
1066278,M,Black
1066277,F,Black
1066279,M,Black
1066630,M,White
1065568,M,White
1066513,"",""
1065917,F,White
1065921,M,Black
1065916,M,Black
1065925,M,Black
1065927,M,White
1065926,F,Black
1065552,F,Black
1065585,M,Black
1065599,M,White
1065132,M,Black
1033422,M,Black
1063382,M,Black
1063382,M,Black
1065994,"",Hispanic
1065992,F,Black
1065993,M,Hispanic
1065996,M,Black
1065997,F,Black
1065995,F,Black
1065968,M,Asian/Pacific Islander
1065962,F,Black
1065957,M,White
1065966,M,Black
1065966,M,Black
1065960,F,Black
1065961,M,Black
1065280,F,Black
1066189,M,Black
1066188,F,Black
1066190,M,Black
1066189,M,Black
1066187,F,Black
1065104,M,Black
1066167,F,Black
1066176,F,Black
1066165,F,White
1066166,M,Black
1066165,F,White
1066168,F,Black
1066171,M,White
1066176,F,Black
1066174,M,Black
1066170,M,Black
1066172,M,Black
1066169,F,Black
1066165,F,White
1066173,M,White
1062370,M,Black
1062370,M,Black
1066282,F,Black
1066218,M,Black
1066283,M,Black
1066269,F,Black
1066280,F,Black
1066280,F,Black
1066285,F,Black
1066284,F,Black
1066281,F,Black
1066286,F,Black
1066280,F,Black
1066289,"",""
1066290,"",""
1066294,M,Hispanic
1066293,M,Black
1066292,M,Hispanic
1066287,F,Black
1066288,"",""
1066291,"",""
1065425,M,Hispanic
1042217,F,Black
1041301,M,Black
1047619,F,White
1052473,F,Hispanic
1056779,M,Black
1066311,F,White
1066310,F,Black
1066310,F,Black
1065239,M,Black
1066303,F,Black
1066301,F,Black
1066299,F,Hispanic
1066302,M,Black
1066228,M,Black
1066304,M,Black
1066297,M,White
1055681,M,Black
1058440,M,White
1061680,F,Black
1065062,M,White
1065800,M,Black
1065805,F,White
1065803,F,Black
1065801,"",""
1065098,M,Black
1065804,F,Asian/Pacific Islander
1065802,M,Asian/Pacific Islander
1064466,M,Hispanic
1065808,M,White
1065807,M,Hispanic
1065809,M,Black
1065810,F,Black
1065811,F,Black
1064998,M,Black
1065036,M,Black
1064972,F,Black
1065655,M,Black
1045750,M,Hispanic
1048264,"",""
1062935,M,White
1062847,M,Black
1060554,M,Hispanic
1065336,M,Black
1048264,"",""
1065819,F,Black
1065817,M,Black
1065733,M,Black
1065815,F,Black
1065816,F,Black
1065824,F,Black
1065822,M,Black
1065825,M,""
1065825,F,""
1065821,M,Black
1063111,M,Black
1066295,M,""
1066296,M,Black
1066295,M,Black
1065901,"",""
1066339,M,Black
1066338,M,Black
1066340,M,Black
1066339,M,Black
1066341,M,Hispanic
1066337,F,White
1066335,M,Black
1066336,F,Black
1066334,M,Black
1047852,M,Black
1053275,M,Black
1065694,M,Black
1053161,F,Black
1062865,M,Black
1064218,F,Black
1064149,M,Black
1065942,M,Black
1065941,F,Hispanic
1065949,F,Black
1065940,F,Black
1065946,F,Black
1065945,M,Black
1065948,F,Black
1065943,M,Black
1065950,M,Black
1065488,M,White
1064727,M,Black
1064697,M,Black
1064854,M,Black
1065640,M,Black
1064868,M,Black
1065497,F,""
1065275,M,Hispanic
1065190,M,Black
1065951,M,Hispanic
1065015,F,Black
1064814,F,White
1065796,F,""
1065797,M,White
1064713,F,Black
1065795,M,White
1063473,M,White
1064494,M,Hispanic
1064713,M,Black
1065799,M,Black
1064494,M,Hispanic
1065798,F,White
1064713,M,Black
1065798,F,White
1065794,F,Black
1064813,F,Black
1065100,M,Black
1065225,M,""
1065313,M,Black
1063811,M,Black
1065969,F,Black
1065964,F,Hispanic
1065959,M,Black
1065958,M,White
1065957,M,""
1065820,M,Black
1063262,M,Black
1064295,M,Black
1064924,"",""
1064924,"",""
1065607,M,Black
1065336,"",""
1064493,"",""
1065329,M,Black
1065131,M,White
1065813,M,Black
1064924,"",""
1052991,F,White
1056967,M,Black
1066026,M,Black
1066024,F,Black
1066031,M,Hispanic
1066028,M,Black
1066033,F,Black
1023043,M,Black
1049494,M,Black
1055023,M,Black
1052523,M,Black
1056941,M,Black
1066262,F,White
1066261,F,Black
1065345,M,Hispanic
1065390,M,Black
1066056,M,White
1066142,F,Hispanic
1066250,F,Black
1066142,M,Hispanic
1066254,F,Black
1066252,"",""
1066253,M,Black
1066256,F,Black
1066260,F,Hispanic
1063526,M,White
1023043,M,Black
1065932,F,White
1065934,M,Black
1065931,F,Black
1065930,M,Black
1065939,M,White
1065937,F,Black
1065935,M,Black
1065933,M,Black
1065934,F,Black
1065893,F,Black
1065951,F,White
1065952,"",""
1065953,M,Hispanic
1065955,M,Hispanic
1065956,F,Black
1065953,F,Hispanic
1066265,M,White
1066263,F,White
1066265,F,White
1066266,M,Black
1066264,M,Black
1066263,M,White
1066265,M,White
1066266,M,Black
1065904,M,Black
1065453,M,Black
1065962,F,Black
1065753,M,Black
1065965,M,Black
1065904,"",""
1066000,M,Black
1066001,M,Black
1065998,M,White
1065999,M,Black
1064160,M,Hispanic
1064160,M,White
1066006,M,White
1066003,M,Black
1066002,M,Black
1066005,F,Black
1066004,M,Hispanic
1066011,M,Black
1066012,M,Black
1066009,M,White
1066010,F,Black
1066008,M,Hispanic
1066013,F,Black
1066027,F,Black
1066034,M,Black
1066032,F,Black
1066030,M,Black
1065863,M,Hispanic
1066023,M,Black
1066046,"",""
1066029,F,Black
1066035,F,Black
1066031,F,Hispanic
1066025,M,Black
1066041,F,White
1066037,F,Hispanic
1066038,M,""
1066044,F,Black
1066037,M,Hispanic
1066042,F,""
1066043,M,Black
1066036,M,White
1066045,F,Black
1044669,M,Black
1057074,M,Black
1057611,M,Black
1058899,M,Hispanic
1066248,M,Black
1066246,M,Black
1066234,F,Black
1066237,M,White
1066244,M,Black
1066245,M,Black
1066242,F,Native American/Alaskan Native
1066244,F,White
1066233,M,Black
1066243,M,Black
1066235,F,Black
1066240,M,Black
1066298,M,Black
1066300,M,Black
1063472,M,Black
1066210,M,Black
1066306,M,Black
1066307,F,Black
1066305,M,Black
1066308,M,Black
1066309,M,Hispanic
1065787,M,""
1066408,M,White
1066400,M,Black
1066404,M,Black
1066398,F,White
1066402,M,Black
1066400,M,Black
1066406,M,Black
1063213,M,Black
1062804,M,Black
1056815,F,White
1059371,M,Black
1059371,F,Black
1059371,M,Black
1059371,F,Black
1062354,M,Black
1066658,M,Black
1066832,F,Black
1066831,M,Black
1066834,M,Black
1066833,M,Hispanic
1066572,F,Black
1066824,F,Black
1066827,M,Black
1066826,M,Black
1066829,M,White
1066825,F,Black
1066828,M,White
1064882,M,Black
1066667,F,Hispanic
1066676,F,""
1066673,F,White
1066676,M,""
1066675,F,Black
1066672,M,Black
1066548,M,White
1066668,F,Black
1066670,F,White
1066669,M,Black
1066645,M,Black
1066671,M,Black
1066674,M,White
1065838,M,Black
1066678,F,Black
1066684,M,Black
1066677,M,Black
1066679,M,White
1066683,F,Hispanic
1067252,M,Black
1039999,F,""
1067251,M,Black
1067322,F,Black
1067346,F,Hispanic
1067256,M,Black
1067043,M,White
1067345,M,Hispanic
1067256,F,Black
1066232,M,Black
1066842,M,Black
1067355,F,Black
1067356,M,Black
1066800,M,""
1067356,F,Black
1067354,F,""
1043730,M,""
1048127,M,Black
1048127,M,Black
1048127,F,Black
1048127,M,Black
1048682,F,Hispanic
1062829,F,""
1066990,M,Black
1066990,F,Black
1066989,M,White
1066959,F,Asian/Pacific Islander
1066991,M,Black
1066992,M,Hispanic
1066986,M,Black
1066990,M,Black
1066990,M,Black
1067005,F,White
1067001,M,Black
1067001,M,Black
1067004,M,""
1067008,M,Black
1067008,M,Black
1067006,M,White
1067007,F,Black
1067002,M,White
1066830,M,Black
1049032,M,White
1058780,M,Black
1065494,F,Hispanic
1065895,M,Black
1066520,M,Black
1066368,M,Black
1067039,F,Hispanic
1067044,F,Black
1067043,M,White
1067046,M,Black
1067045,F,Black
1067047,M,Black
1067011,F,Black
1067049,M,White
1067048,F,Black
1067052,M,Black
1067050,F,Black
1067051,M,Black
1067037,M,Black
1066685,M,Black
1066678,M,Black
1066680,M,Hispanic
1066563,M,""
1066689,M,White
1066688,M,Black
1066686,F,Black
1066687,F,Black
1066686,M,Black
1047964,M,Black
1047964,F,Black
1052660,F,Black
1052660,F,Black
1062181,M,White
1066731,M,Black
1066706,M,Black
1066728,M,Black
1066730,M,Black
1066732,M,Black
1066727,M,Black
1067377,F,Black
1067375,F,Black
1067380,F,Black
1067378,M,Black
1067379,F,Black
1067379,M,""
1067376,M,Black
1067378,M,Black
1067358,F,Black
1067359,F,Black
1067360,M,Black
1067357,M,Black
1067367,F,Black
1067374,M,White
1067362,F,Black
1067369,M,White
1067372,"",""
1067369,M,White
1067373,F,Black
1067362,M,Black
1067368,M,Black
1067364,M,""
1067371,F,Black
1067363,F,Black
1067367,M,Black
1064775,M,Black
1064775,M,Black
1066446,F,Black
1059625,M,Black
1049738,M,Black
1067193,M,Black
1067194,F,Hispanic
1067192,M,Black
1049738,M,Black
1067187,F,Black
1067188,M,Black
1067191,F,Asian/Pacific Islander
1067038,M,White
1067029,M,Hispanic
1067030,F,Black
1067038,F,White
1067036,"",""
1065461,M,Black
1067036,F,Black
1067036,F,Black
1067035,F,Black
1067036,F,Black
1067036,M,Black
1067036,F,Black
1067032,F,Black
1067165,M,Black
1067255,M,Black
1066725,M,Black
1066735,M,Hispanic
1066732,M,Black
1066733,M,Black
1066734,M,White
1022732,"",""
1022732,"",""
1066789,M,Black
1066793,"",""
1066801,F,Black
1066800,M,""
1066795,M,Black
1066797,M,Black
1066798,M,White
1066795,M,Black
1066799,F,Black
1066794,F,Black
1066392,M,Black
1066392,F,White
1066914,F,Black
1066916,F,White
1066913,M,Black
1066915,M,Black
1066910,M,Black
1065930,M,Black
1066907,M,Asian/Pacific Islander
1066908,F,Black
1066909,M,Hispanic
1065862,M,Black
1066911,M,Black
1067198,M,Black
1067199,M,White
1067200,M,White
1066997,F,White
1053009,M,Black
1062793,M,White
1067216,F,""
1067214,F,Black
1067219,"",""
1067215,"",""
1067218,M,White
1067220,M,Black
1067222,M,Black
1067217,F,Hispanic
1066994,M,""
1064659,M,Black
1066867,F,Black
1067206,M,Black
1057097,M,Black
1067207,F,Hispanic
1067270,F,White
1067268,M,Black
1067271,F,White
1066172,M,Black
1066766,M,""
1066766,F,Black
1066766,F,""
1067285,M,White
1067286,M,Black
1067287,M,Black
1067283,F,""
1066790,M,Black
1066790,F,Black
1066790,F,Black
1066790,F,Black
1066792,M,Black
1066791,M,Black
1066779,F,Black
1066785,M,Black
1066787,M,Hispanic
1066788,F,White
1066782,F,""
1066783,F,Black
1066786,M,Hispanic
1066776,F,""
1066777,F,Black
1066781,M,Hispanic
1066774,M,Hispanic
1066780,F,Black
1066774,M,Hispanic
1066778,M,White
1066775,M,Black
1066778,M,White
1066872,M,Black
1066912,M,Black
1065183,M,Black
1066363,F,Black
1066363,M,Black
1066919,F,White
1066310,F,Black
1066918,F,White
1066917,M,Black
1066310,F,Black
1066094,M,Hispanic
1067386,M,Black
1067389,F,Black
1067387,F,White
1067388,M,Black
1066313,M,Black
1066200,F,Hispanic
1066853,M,Black
1067207,F,Hispanic
1067211,M,Hispanic
1067213,F,Hispanic
1067210,F,Black
1067208,M,Black
1067209,F,Asian/Pacific Islander
1067212,F,Black
1065660,F,Black
1067195,M,Hispanic
1067202,F,White
1067203,M,Black
1067190,M,Black
1067204,M,Black
1067205,F,Black
1067203,F,Black
1067281,F,Hispanic
1067282,M,""
1067284,M,Black
1065230,M,""
1067275,F,Black
1066939,F,Black
1067279,M,Black
1067277,M,Black
1067274,M,Black
1067278,M,Black
1067272,F,White
1067277,M,Black
1067273,M,Black
1067344,F,Black
1067299,F,Black
1067298,M,Black
1065880,M,Hispanic
1065880,F,Asian/Pacific Islander
1065880,F,Hispanic
1043040,M,Black
1062664,F,Black
1062664,M,Black
1062664,F,Black
1062664,M,Black
1062664,F,Black
1065809,M,Black
1066325,F,Black
1066822,F,White
1065819,F,Black
1066186,M,Black
1066823,M,Black
1066118,M,White
1066091,M,Black
1066821,M,Black
1066102,F,White
1066093,M,Black
1066246,M,Black
1066807,M,White
1066802,M,Hispanic
1066817,F,White
1067419,M,Hispanic
1067422,M,White
1067426,F,Black
1067425,M,Black
1067427,F,""
1067428,F,Black
1067429,M,Black
1067428,M,Black
1067428,F,Black
1051803,M,Hispanic
1062622,M,Hispanic
1066574,M,Black
1066697,M,Black
1067419,M,Hispanic
1067438,F,Black
1067437,M,Black
1067435,M,Black
1067439,M,Black
1043217,M,Black
1046341,M,Black
1051792,M,Black
1062289,M,Black
1067236,M,Black
1067237,F,Hispanic
1067235,F,White
1066655,M,White
1067225,M,White
1067224,F,Black
1067225,M,Black
1066875,M,White
1066938,M,Black
1067021,F,White
1066560,F,Black
1065880,F,Hispanic
1067303,M,Hispanic
1067310,F,Black
1067302,F,Black
1067309,F,Black
1067305,F,White
1065880,"",""
1067307,M,""
1067304,M,Black
1067308,F,Black
1067301,F,Black
1067304,F,Black
1067306,M,White
1067312,F,Black
1067312,M,Black
1067311,M,White
1067312,M,Black
1067315,M,White
1067311,F,White
1067314,F,""
1067312,F,Black
1067314,F,White
1067312,M,Black
1066818,F,Black
1066816,M,White
1066819,F,White
1066820,F,Black
1066815,M,Hispanic
1066803,M,Black
1066804,F,Black
1066805,M,White
1066813,M,Hispanic
1066811,"",""
1066812,M,Asian/Pacific Islander
1066806,M,Black
1066384,F,Black
1066384,F,White
1067167,M,Black
1067128,M,Black
1067166,F,Black
1067159,M,Black
1067160,F,Black
1067161,F,Black
1067401,M,Black
1067402,M,White
1067395,F,Black
1067401,M,Black
1067397,F,Black
1067399,"",""
1067404,M,Black
1067401,F,Black
1067403,M,Black
1067394,M,Black
1067398,M,Hispanic
1067400,F,Hispanic
1067394,M,Black
1067401,M,Black
1067384,M,Black
1067381,F,Black
1067382,M,Black
1067385,M,Black
1067391,M,White
1067391,"",""
1067393,F,Black
1067390,F,Black
1066996,M,Black
1063837,M,White
1064816,M,Black
1066875,F,Black
1066876,M,Black
1066995,F,Black
1067052,M,Black
1065466,M,Black
1040242,M,White
1040242,M,White
1067227,M,Black
1067229,F,Black
1067231,F,Black
1067232,F,Black
1066870,M,Hispanic
1067228,F,""
1067226,M,Black
1067228,M,""
1067230,M,Black
1043110,F,White
1053179,M,Black
1062351,F,Black
1058133,M,Black
1065626,M,Black
1066738,F,Black
1066739,F,Black
1066737,M,Black
1065485,F,Black
1065851,M,Black
1065297,F,Black
1065618,F,Black
1065625,M,Black
1065621,M,Black
1066741,M,Black
1066204,M,Black
1066739,F,Black
1066740,M,Black
1066742,M,Black
1066741,M,Hispanic
1065300,F,Black
1067165,M,Black
1067164,F,Black
1067163,M,Black
1048096,M,Black
1052855,M,Black
1053916,M,Black
1057446,M,Black
1062711,M,Black
1067243,M,White
1067246,M,""
1067245,F,Black
1066719,M,Black
1066565,F,Black
1067248,M,Black
1066724,M,Black
1066724,F,Black
1065349,F,Black
1065349,F,Black
1067408,M,White
1067405,F,White
1067407,M,Black
1067407,M,Black
1067406,M,""
1067407,M,Black
1067411,M,White
1067412,M,Black
1067409,M,Black
1067413,M,Black
1067410,M,Black
1066460,F,Black
1055766,M,Black
1067420,F,Black
1067417,M,Hispanic
1067418,F,Hispanic
1067421,F,Black
1067416,M,White
1067415,M,White
1063588,M,Black
1066471,F,Black
1066955,F,Black
1066956,M,White
1066957,F,Black
1066942,M,Black
1066941,F,Black
1066943,F,Black
1065617,M,Black
1066559,M,White
1066254,F,Black
1066946,M,Black
1066954,M,Black
1066947,F,Black
1066945,M,Black
1066944,M,Black
1066952,F,Black
1066950,M,Black
1066947,M,Black
1066944,F,Black
1066949,M,Hispanic
1066955,F,Black
1066951,M,Black
1066062,M,Black
1065300,M,Black
1065324,F,Black
1065380,M,Black
1065388,M,Black
1065735,M,Black
1065735,M,Black
1065651,M,Black
1065701,M,Black
1054306,M,Black
1066865,M,Black
1066867,F,Black
1066864,F,Black
1066866,M,Black
1066868,F,Black
