allegation_id,officer_id
C201223,14862
C201226,27090
C201226,12612
C201228,12631
C201228,30693
C201228,11292
C201229,13990
C201229,197
C201230,21494
C201230,13447
C201231,5877
C201231,21336
C201232,31756
C201233,6020
C201234,7993
C201235,13123
C201235,26789
C201236,30911
C201236,29290
C201236,25844
C201238,13526
C201238,5749
C201239,28805
C201239,3663
C201239,21194
C201240,25359
C201240,3447
C201240,22436
C201242,22438
C201244,1072
C201245,14668
C201246,10638
C201247,4012
C201248,10405
C201249,28924
C201250,48
C201250,8200
C201251,7871
C201251,29494
C201251,20959
C201251,12558
C201251,5186
C201251,3551
C201251,20099
C201251,5525
C201251,26682
C201253,13961
C201253,14862
C201254,16000
C201256,9962
C201259,21238
C201261,5966
C201262,26982
C201262,18672
C201262,31990
C201263,6178
C201263,1004
C201264,10158
C201266,27504
C201266,32395
C201267,7581
C201268,1868
C201268,14220
C201268,8562
C201268,621
C201269,157
C201269,26566
C201270,24189
C201270,17997
C201271,3698
C201272,15502
C201273,6921
C201275,9534
C201276,11697
C201277,3026
C201279,11414
C201282,6311
C201283,23343
C201284,20234
C201285,19727
C201285,7472
C201286,7846
C201286,23870
C201287,2506
C201287,6757
C201287,4642
C201287,25727
C201287,11680
C201289,2734
C201290,7158
C201290,27062
C201293,6132
C201295,7230
C201295,23032
C201295,17545
C201295,4200
C201295,10171
C201295,2118
C201296,28249
C201297,28295
C201298,22393
C201299,22847
C201300,27874
C201301,16921
C201301,12745
C201302,20030
C201302,19997
C201303,7296
C201303,10636
C201307,2978
C201312,17687
C201312,7545
C201312,13576
C201313,17816
C201313,23513
C201313,5124
C201314,24598
C201315,8397
C201315,8141
C201316,28540
C201317,4413
C201317,30985
C201317,25849
C201317,23534
C201318,28670
C201319,3255
C201319,12103
C201319,12868
C201319,16607
C201319,17478
C201319,31823
C201320,19108
C201320,2942
C201322,26278
C201322,26262
C201323,25584
C201326,24043
C201328,8651
C201329,14646
C201330,14684
C201330,29827
C201331,6734
C201332,9386
C201333,13095
C201334,8795
C201335,14714
C201336,20261
C201337,26383
C201338,22298
C201338,18902
C201339,25786
C201339,17168
C201340,15671
C201341,25583
C201341,15004
C201341,5484
C201342,13058
C201342,4419
C201342,30030
C201345,26286
C201347,10890
C201347,31456
C201347,31906
C201348,19333
C201349,30539
C201350,16497
C201351,4328
C201352,7795
C201353,21113
C201353,32020
C201356,2386
C201357,23940
C201358,30129
C201361,3322
C201362,15917
C201364,4109
C201364,5099
C201365,21029
C201365,16894
C201365,15991
C201365,11265
C201365,25850
C201365,32254
C201366,1149
C201366,26531
C201367,13629
C201368,18453
C201368,15592
C201370,21441
C201371,405
C201372,29343
C201372,13447
C201372,1157
C201373,16365
C201374,30565
C201374,15818
C201375,19131
C201376,2506
C201376,4642
C201376,3255
C201376,31823
C201377,19308
C201380,8397
C201381,15638
C201381,24851
C201381,5499
C201382,27334
C201382,15829
C201383,8252
C201384,9713
C201386,16378
C201387,30164
C201388,26350
C201390,28395
C201390,19667
C201391,23200
C201392,2145
C201392,3366
C201393,10934
C201393,28473
C201393,23200
C201395,6099
C201395,9099
C201396,842
C201401,9039
C201402,13921
C201403,31677
C201403,5288
C201404,25885
C201406,9274
C201406,2720
C201408,2168
C201410,15916
C201411,28435
C201413,10218
C201414,500
C201415,4245
C201415,29042
C201415,2856
C201415,31914
C201416,29806
C201417,19797
C201418,30031
C201419,13245
C201419,3323
C201419,29959
C201420,27214
C201420,32306
C201422,8283
C201423,21267
C201424,15339
C201424,15430
C201427,18736
C201429,29350
C201431,6241
C201432,20289
C201433,7404
C201435,24290
C201436,31376
C201436,9109
C201437,21836
C201438,22304
C201441,16731
C201442,30299
C201442,8074
C201442,17502
C201443,13447
C201443,32025
C201444,31411
C201445,28480
C201447,4328
C201448,24205
C201448,25126
C201449,11077
C201452,11680
C201453,5200
C201454,29861
C201455,4845
C201456,20641
C201458,26703
C201462,2714
C201463,4575
C201464,10110
C201465,24835
C201465,22002
C201465,31869
C201466,10900
C201466,22294
C201466,235
C201466,1105
C201466,15721
C201466,22823
C201466,8005
C201466,30186
C201466,8973
C201466,10778
C201467,29842
C201470,3965
C201470,1509
C201471,15530
C201472,17276
C201474,14731
C201475,28904
C201475,17484
C201476,15638
C201477,26362
C201477,20254
C201477,6747
C201478,9137
C201478,12704
C201479,11125
C201479,850
C201480,10022
C201480,23471
C201480,10642
C201480,10192
C201481,754
C201482,31292
C201483,13082
C201483,16791
C201483,15400
C201484,11414
C201484,13598
C201486,10369
C201486,3322
C201486,29296
C201487,16791
C201487,15400
C201488,25020
C201489,2473
C201489,23276
C201490,43
C201491,27988
C201492,22934
C201492,9069
C201493,13173
C201494,31823
C201495,14953
C201495,18259
C201496,21349
C201496,7807
C201497,6747
C201498,6209
C201498,8079
C201499,17492
C201500,20271
C201501,24390
C201501,24413
C201501,29199
C201501,25459
C201503,7563
C201506,8431
C201507,29497
C201508,6462
C201508,1416
C201510,6102
C201511,23747
C201511,20317
C201511,24404
C201513,24716
C201515,30466
C201516,22215
C201517,13913
C201517,21540
C201517,31914
C201518,4616
C201519,30890
C201519,26504
C201519,10560
C201520,30956
C201521,2394
C201523,11239
C201523,11377
C201524,25779
C201525,8141
C201525,8392
C201527,5942
C201528,6340
C201529,8732
C201530,17892
C201530,31722
C201530,2979
C201530,20362
C201532,21354
C201533,22617
C201533,29324
C201534,19662
C201534,28571
C201534,26960
C201535,1901
C201537,387
C201537,5886
C201538,2858
C201538,15707
C201538,6838
C201539,32197
C201541,20174
C201542,25228
C201542,8711
C201543,31611
C201544,21931
C201545,11816
C201545,1932
C201545,3912
C201545,25364
C201545,30413
C201545,28402
C201546,30979
C201547,1962
C201549,12322
C201550,21457
C201551,18823
C201552,3903
C201552,3255
C201554,2117
C201554,10849
C201554,11917
C201556,3577
C201557,29312
C201558,790
C201559,18736
C201560,30367
C201563,5759
C201565,5626
C201565,30851
C201566,19055
C201567,28571
C201569,33051
C201570,8138
C201574,11391
C201575,11710
C201576,21420
C201576,12855
C201576,2356
C201577,32201
C201578,31083
C201578,31730
C201579,2354
C201579,9339
C201580,24653
C201580,22198
C201580,21590
C201580,2734
C201581,28732
C201582,16909
C201583,15766
C201583,21345
C201584,1905
C201585,14238
C201585,10276
C201588,16895
C201589,18670
C201589,27620
C201590,13923
C201590,21041
C201591,32136
C201592,3153
C201593,16647
C201595,1002
C201596,26341
C201596,27036
C201597,10969
C201599,26856
C201600,26425
C201601,25767
C201601,14323
C201602,13134
C201602,32083
C201603,23479
C201603,5821
C201604,645
C201605,19333
C201606,15452
C201609,18263
C201609,9879
C201609,16188
C201609,1850
C201610,5929
C201610,3202
C201610,10890
C201610,30214
C201612,6247
C201612,23265
C201613,19650
C201614,20780
C201616,2599
C201616,21782
C201616,17424
C201617,790
C201620,9904
C201621,1901
C201622,29703
C201622,26160
C201623,20573
C201624,19631
C201627,11232
C201627,2474
C201628,17171
C201628,10681
C201628,4715
C201629,17471
C201629,1056
C201633,7394
C201633,16812
C201633,20586
C201633,3277
C201634,15452
C201634,29020
C201635,5808
C201635,1289
C201635,21238
C201636,8140
C201636,3447
C201637,15848
C201637,3031
C201638,25890
C201638,16747
C201639,25451
C201639,9207
C201640,10113
C201641,4708
C201641,11826
C201642,6496
C201642,15874
C201644,12702
C201645,28801
C201647,29389
C201648,28222
C201648,12642
C201650,23456
C201652,19333
C201653,27588
C201654,8162
C201654,21494
C201657,30106
C201657,32398
C201658,13147
C201659,24984
C201660,24984
C201660,15036
C201660,1823
C201661,3267
C201661,27872
C201661,3089
C201662,27192
C201663,15311
C201663,32376
C201664,16700
C201666,19083
C201666,19967
C201667,15977
C201668,22838
C201669,7675
C201669,28084
C201670,29997
C201670,21658
C201670,16000
C201672,19809
C201673,26072
C201673,13884
C201674,10883
C201674,24330
C201674,29995
C201676,3766
C201678,10810
C201679,30888
C201679,30718
C201680,18478
C201680,10834
C201682,17317
C201683,9723
C201688,30004
C201689,1115
C201690,29275
C201691,15932
C201695,17400
C201697,8287
C201697,7552
C201698,1839
C201700,6113
C201700,14682
C201700,16366
C201701,14731
C201701,27602
C201701,28459
C201701,32368
C201702,11467
C201704,23760
C201705,28954
C201705,27345
C201706,6979
C201706,11746
C201709,14119
C201709,674
C201709,13772
C201709,3342
C201711,8287
C201712,7301
C201712,13630
C201713,18917
C201714,5367
C201716,10170
C201716,17778
C201717,5520
C201718,24549
C201720,31564
C201720,9610
C201721,11207
C201721,7511
C201722,24413
C201723,8544
C201724,13286
C201725,13793
C201726,25987
C201727,7804
C201729,24835
C201729,13949
C201729,27158
C201731,31136
C201731,5942
C201732,26520
C201732,9510
C201734,1310
C201734,13834
C201735,18986
C201737,27872
C201739,23802
C201740,10022
C201742,19913
C201743,10782
C201745,14256
C201746,9100
C201747,5929
C201747,3202
C201747,10890
C201749,20056
C201749,10614
C201750,22192
C201753,19528
C201753,13200
C201754,32020
C201755,12212
C201755,22449
C201755,16094
C201756,18354
C201756,23860
C201757,2323
C201757,26864
C201758,20132
C201760,22610
C201760,19660
C201760,32220
C201761,8681
C201763,26886
C201764,3999
C201764,11736
C201765,27437
C201765,11908
C201766,17508
C201769,7958
C201769,11048
C201769,24350
C201769,5265
C201769,15438
C201769,20932
C201770,28295
C201770,8680
C201771,12988
C201773,5587
C201773,23106
C201774,6021
C201775,19483
C201776,23982
C201776,12467
C201777,16328
C201777,1974
C201778,15916
C201780,13671
C201784,7975
C201785,31167
C201787,10367
C201787,2612
C201788,8026
C201788,27530
C201788,22610
C201788,17991
C201788,30388
C201788,10363
C201788,19660
C201788,16302
C201788,27525
C201788,31957
C201788,32220
C201789,21557
C201789,23375
C201790,8058
C201791,4946
C201791,12601
C201792,12212
C201792,22449
C201793,29812
C201794,3060
C201795,22419
C201795,30396
C201796,25325
C201798,4208
C201798,20772
C201798,17920
C201798,18739
C201798,3589
C201798,23883
C201798,8865
C201799,14425
C201800,20477
C201800,30167
C201801,27742
C201801,15178
C201801,2595
C201801,24741
C201802,27515
C201802,25585
C201802,25133
C201803,29601
C201803,6686
C201804,11675
C201805,4881
C201805,25266
C201807,31506
C201808,28535
C201808,21837
C201808,30841
C201809,26378
C201810,22833
C201811,17256
C201811,22610
C201811,28685
C201813,18453
C201813,7154
C201816,18431
C201816,7154
C201817,18728
C201817,2388
C201818,13455
C201818,21557
C201820,3211
C201821,9620
C201822,2907
C201824,21710
C201828,2552
C201829,2552
C201830,31356
C201831,15847
C201831,13938
C201832,10701
C201832,11580
C201832,27339
C201832,7127
C201835,425
C201835,17816
C201835,6553
C201836,13411
C201836,20609
C201837,15010
C201837,30447
C201838,23963
C201838,29997
C201838,4016
C201838,18100
C201838,2780
C201839,26937
C201839,6451
C201839,32144
C201841,11681
C201841,18284
C201841,14451
C201841,24530
C201842,11481
C201843,12212
C201846,15336
C201846,20980
C201847,2693
C201848,30842
C201850,19677
C201851,20971
C201852,24529
C201853,9663
C201854,29404
C201855,12726
C201855,27549
C201855,27149
C201856,2050
C201857,27620
C201858,26912
C201859,8134
C201861,3577
C201861,8554
C201861,31172
C201861,9183
C201861,16801
C201863,31390
C201864,14647
C201865,17376
C201865,10022
C201868,23691
C201868,21897
C201868,31420
C201868,25532
C201869,7439
C201869,30121
C201869,26903
C201870,30666
C201870,3196
C201871,1369
C201872,12152
C201875,26872
C201877,14660
C201878,28026
C201879,11796
C201881,25044
C201883,2072
C201884,3216
C201885,24311
C201885,21296
C201886,5314
C201887,30873
C201888,2096
C201891,24285
C201891,983
C201891,18087
C201891,20762
C201892,23678
C201893,5540
C201894,30873
C201896,10126
C201896,29215
C201896,1582
C201896,24081
C201897,24354
C201898,22192
C201899,7748
C201902,27217
C201903,28255
C201903,3450
C201905,25624
C201905,29327
C201906,15051
C201907,21314
C201908,11680
C201910,12012
C201911,20056
C201914,1480
C201914,28710
C201915,12868
C201916,27120
C201916,23180
C201918,18750
C201919,9236
C201919,2574
C201920,2659
C201921,24154
C201921,13054
C201923,17546
C201923,4690
C201925,18809
C201926,4325
C201927,30114
C201928,8378
C201928,8375
C201929,1554
C201930,13017
C201930,9500
C201931,17508
C201932,3760
C201933,2015
C201933,19528
C201934,13672
C201935,19650
C201935,1458
C201936,11822
C201936,25977
C201937,2539
C201940,30846
C201940,28472
C201941,3052
C201941,22427
C201942,24995
C201942,23051
C201944,16212
C201945,17433
C201946,28904
C201946,9500
C201948,7117
C201948,2111
C201951,26664
C201951,2663
C201952,2984
C201953,15801
C201953,18441
C201953,14933
C201953,6809
C201954,4723
C201955,28255
C201956,30287
C201956,31859
C201958,8140
C201959,7678
C201959,14049
C201960,14928
C201960,29016
C201961,18750
C201962,20573
C201963,30813
C201963,10139
C201963,12239
C201963,28458
C201964,2353
C201964,9309
C201964,27217
C201965,22045
C201965,23220
C201966,29944
C201966,10100
C201967,12812
C201968,10694
C201969,10663
C201970,1251
C201972,1649
C201972,29374
C201972,11812
C201972,15968
C201972,9712
C201972,4715
C201973,13134
C201974,13468
C201975,32078
C201976,22356
C201976,22359
C201977,26698
C201978,23386
C201978,9564
C201979,28805
C201979,12176
C201982,25236
C201983,13693
C201983,22343
C201984,26047
C201985,7000
C201986,1649
C201988,29388
C201988,9133
C201988,32051
C201989,19750
C201990,30678
C201990,16608
C201991,20757
C201992,24155
C201992,25646
C201993,13468
C201994,1012
C201997,5347
C201997,579
C201997,32254
C201998,25140
C201999,7246
C202001,1905
C202004,17015
C202006,3260
C202006,10962
C202008,4794
C202008,13646
C202010,11923
C202011,13627
C202011,1901
C202011,15760
C202012,17327
C202012,15598
C202013,14411
C202013,12311
C202013,10079
C202013,6398
C202013,12513
C202014,23029
C202014,22593
C202014,1670
C202014,25375
C202014,30638
C202014,14391
C202014,3120
C202015,26788
C202015,33051
C202017,28875
C202017,30543
C202017,8547
C202017,27776
C202017,20774
C202017,16856
C202017,9100
C202018,9904
C202019,3548
C202019,6912
C202021,21
C202022,632
C202022,5618
C202023,21048
C202024,29090
C202026,1102
C202027,7289
C202027,24000
C202027,4770
C202028,110
C202028,10401
C202029,17220
C202030,2912
C202030,4960
C202030,7959
C202030,20855
C202030,26455
C202031,7675
C202031,28084
C202032,17772
C202032,2997
C202033,2825
C202034,5570
C202035,25106
C202036,30381
C202037,2824
C202037,5667
C202039,31209
C202039,20856
C202039,23191
C202040,18002
C202041,23594
C202042,29650
C202043,30332
C202043,32334
C202044,21520
C202045,4705
C202045,6493
C202045,5561
C202045,2005
C202046,27686
C202048,14688
C202048,31291
C202049,6099
C202053,17787
C202053,2041
C202055,20443
C202056,26521
C202058,23191
C202060,11602
C202060,23811
C202061,28937
C202063,16094
C202064,9518
C202065,28473
C202065,23200
C202067,12641
C202069,19060
C202069,27415
C202070,2462
C202070,16724
C202071,15130
C202072,7391
C202075,2462
C202075,16724
C202076,22370
C202077,6757
C202077,25727
C202079,7187
C202081,21836
C202083,21401
C202083,16856
C202084,15805
C202084,31132
C202085,31070
C202087,7734
C202089,25846
C202089,10113
C202090,25451
C202092,1868
C202092,14220
C202092,8562
C202093,26031
C202094,14731
C202094,27602
C202094,13612
C202094,20100
C202095,6634
C202096,556
C202096,10996
C202096,27722
C202097,346
C202098,27215
C202099,23647
C202101,30399
C202103,1251
C202104,15148
C202105,10155
C202105,22448
C202105,9225
C202105,5587
C202107,1897
C202110,20720
C202111,30814
C202111,21894
C202113,18137
C202113,23301
C202114,13095
C202114,32423
C202116,3331
C202116,24344
C202118,3494
C202119,11820
C202121,16475
C202121,13540
C202122,9309
C202122,27217
C202124,9501
C202126,22852
C202127,19967
C202128,22370
C202129,3443
C202130,7807
C202130,14020
C202131,4493
C202132,3821
C202132,9555
C202133,28480
C202133,30539
C202134,9386
C202135,22655
C202135,8866
C202135,7810
C202136,2837
C202136,2618
C202137,7676
C202138,26899
C202139,8926
C202139,23287
C202139,4127
C202139,30542
C202141,19584
C202141,16196
C202141,20758
C202142,18077
C202143,14120
C202144,3331
C202147,9582
C202147,1973
C202147,13958
C202148,21340
C202150,23658
C202151,15579
C202152,14958
C202153,6870
C202155,23939
C202155,7213
C202156,30813
C202156,446
C202157,24154
C202157,26360
C202158,29860
C202159,26926
C202159,26502
C202161,3298
C202162,5810
C202162,17400
C202165,29201
C202170,11489
C202170,2712
C202170,11620
C202170,11820
C202171,6757
C202171,25727
C202171,25800
C202171,24280
C202172,8974
C202174,16259
C202175,2046
C202176,2685
C202177,12399
C202178,23781
C202178,4209
C202179,9702
C202180,24810
C202181,32074
C202182,23375
C202183,3771
C202183,17037
C202185,14392
C202185,17726
C202185,28107
C202185,5829
C202185,5091
C202185,8796
C202185,23410
C202186,27552
C202187,14493
C202188,13541
C202190,100
C202191,2992
C202192,23303
C202193,5854
C202193,11928
C202193,13612
C202193,20100
C202193,15832
C202193,19598
C202194,24154
C202194,26362
C202194,13121
C202194,13054
C202197,16901
C202198,2576
C202198,23608
C202199,2597
C202200,18736
C202201,19168
C202201,32136
C202202,6315
C202203,31376
C202204,28910
C202204,10624
C202205,27610
C202205,22690
C202205,4200
C202205,20961
C202205,8544
C202205,15437
C202207,17375
C202207,6605
C202208,22322
C202210,3260
C202210,10962
C202212,2095
C202214,23989
C202214,25496
C202217,29867
C202218,3153
C202219,27288
C202220,7360
C202221,19383
C202223,1868
C202223,11533
C202223,8562
C202224,13541
C202224,5180
C202225,21876
C202226,31079
C202227,14953
C202227,28937
C202228,5954
C202229,20250
C202229,28424
C202229,30088
C202229,1179
C202230,2448
C202231,1355
C202231,22193
C202231,15714
C202232,16819
C202234,12999
C202235,1566
C202236,14946
C202236,11285
C202238,25044
C202238,1184
C202238,4712
C202238,16008
C202238,8865
C202239,16426
C202239,16984
C202239,6279
C202240,16567
C202240,22772
C202241,8870
C202243,4390
C202243,28026
C202244,18436
C202244,26828
C202244,7937
C202244,10442
C202245,11412
C202249,13082
C202250,1004
C202252,25451
C202253,7443
C202254,10793
C202255,21
C202256,3979
C202257,13447
C202258,30128
C202259,2995
C202260,30656
C202262,31991
C202264,27707
C202264,14371
C202265,518
C202265,16805
C202265,31823
C202269,17330
C202269,26512
C202271,13082
C202271,30283
C202273,13535
C202274,30693
C202275,3482
C202276,23234
C202276,3896
C202276,626
C202277,6132
C202277,20761
C202278,2854
C202278,19252
C202278,25028
C202278,24870
C202279,23947
C202279,13194
C202280,1211
C202280,12639
C202281,27552
C202282,24084
C202282,18456
C202283,15500
C202283,4435
C202285,30815
C202285,17497
C202286,11795
C202286,18295
C202287,8375
C202288,5435
C202290,30814
C202290,21894
C202291,19260
C202292,12409
C202293,19006
C202293,16264
C202294,3192
C202294,13458
C202295,19488
C202298,12904
C202298,1316
C202298,5323
C202298,23944
C202299,18453
C202299,15592
C202300,28574
C202302,7804
C202303,14767
C202303,29991
C202305,15914
C202308,18450
C202308,7154
C202310,27233
C202312,16023
C202312,16545
C202312,25532
C202312,10046
C202312,24565
C202312,7137
C202313,13775
C202313,11736
C202313,20884
C202314,10040
C202314,711
C202314,26959
C202314,24752
C202314,3776
C202315,17138
C202316,7712
C202317,30568
C202317,29371
C202318,5674
C202318,19706
C202318,12798
C202319,23681
C202322,30511
C202322,15520
C202322,2896
C202322,2084
C202323,18457
C202324,23937
C202324,12963
C202326,23479
C202327,24189
C202327,14865
C202327,15832
C202328,23579
C202329,20234
C202329,19458
C202330,25620
C202331,14425
C202332,6518
C202333,12484
C202333,23765
C202333,3551
C202333,31510
C202333,19782
C202336,17746
C202336,7016
C202337,20925
C202338,24885
C202339,16153
C202340,7293
C202341,11269
C202342,2728
C202342,30108
C202344,15653
C202344,22037
C202345,319
C202345,13750
C202347,1033
C202347,25671
C202347,6313
C202347,4427
C202347,30221
C202347,30417
C202347,29998
C202347,33049
C202349,4993
C202349,1907
C202350,14903
C202350,4636
C202351,6817
C202351,12791
C202353,1696
C202353,11242
C202354,19006
C202354,3255
C202356,2741
C202356,17275
C202357,17782
C202358,8175
C202359,3072
C202360,1907
C202361,3912
C202361,25364
C202362,25152
C202363,23986
C202364,3569
C202364,29290
C202364,7071
C202364,9947
C202366,20773
C202366,30048
C202366,2145
C202366,27776
C202366,3366
C202367,3257
C202367,27879
C202368,18495
C202368,19778
C202369,14852
C202370,15930
C202371,17537
C202372,20395
C202373,9565
C202373,29972
C202373,14248
C202373,16807
C202374,16028
C202375,30794
C202376,30692
C202377,8882
C202378,1266
C202379,11633
C202379,4294
C202379,6805
C202379,11706
C202379,29590
C202381,10280
C202381,164
C202383,22832
C202384,15647
C202384,25274
C202385,9137
C202385,19706
C202386,7637
C202386,24792
C202387,23836
C202387,31098
C202388,7099
C202389,27099
C202390,20284
C202391,26959
C202391,20132
C202391,3776
C202392,7150
C202392,581
C202393,7924
C202393,3556
C202394,28117
C202394,13670
C202397,16656
C202397,18197
C202398,19105
C202398,21410
C202399,19279
C202400,5518
C202401,10010
C202402,8556
C202403,8426
C202404,31554
C202406,1982
C202406,26194
C202406,24722
C202407,2356
C202408,16349
C202409,22448
C202409,24034
C202410,14162
C202410,2096
C202411,2388
C202411,11179
C202413,26959
C202413,3776
C202414,28020
C202414,1428
C202414,3202
C202416,15266
C202416,10400
C202416,10725
C202416,10982
C202417,12015
C202417,10208
C202417,5524
C202417,13497
C202417,10138
C202417,15995
C202418,20362
C202419,19532
C202419,32222
C202421,8199
C202422,23594
C202422,2388
C202424,2528
C202424,10546
C202425,17081
C202425,13237
C202426,20554
C202427,19858
C202428,27764
C202428,22983
C202430,66
C202431,19033
C202431,5756
C202431,12558
C202432,26378
C202433,25317
C202434,3259
C202434,4807
C202435,19967
C202436,1680
C202436,12366
C202436,25401
C202437,30038
C202437,21568
C202437,21258
C202437,16476
C202437,25921
C202437,27133
C202437,6974
C202437,17987
C202438,21192
C202439,1511
C202442,25790
C202443,1048
C202444,8226
C202445,14106
C202446,24993
C202447,12399
C202448,14001
C202450,24248
C202450,14601
C202451,17540
C202451,20980
C202452,922
C202452,899
C202452,7368
C202452,18105
C202452,31162
C202453,28002
C202453,19260
C202454,519
C202454,32011
C202455,26206
C202455,16439
C202456,15336
C202456,20980
C202457,11860
C202458,1877
C202459,30940
C202460,10155
C202460,16168
C202461,8556
C202461,5652
C202462,5672
C202463,5693
C202464,27538
C202465,15774
C202465,21340
C202466,21708
C202468,20033
C202469,6285
C202471,7233
C202471,7191
C202472,11028
C202473,27486
C202474,28954
C202475,29766
C202476,14461
C202476,22447
C202476,11652
C202477,21051
C202478,20388
C202479,12550
C202480,17138
C202482,23157
C202483,13444
C202483,15638
C202483,26455
C202483,21123
C202483,14208
C202483,24851
C202483,14141
C202483,28491
C202483,24852
C202483,32293
C202484,10890
C202484,30214
C202488,28604
C202489,13540
C202490,346
C202491,28830
C202492,17285
C202492,29343
C202493,1435
C202494,1002
C202495,24952
C202496,27606
C202497,26685
C202499,20904
C202500,910
C202500,21256
C202501,2635
C202502,28052
C202503,10785
C202503,6669
C202505,9460
C202505,6102
C202506,19532
C202506,859
C202506,32222
C202508,7768
C202509,5693
C202513,9759
C202514,7548
C202514,26789
C202515,5721
C202516,2830
C202516,10572
C202518,14438
C202519,24436
C202519,14928
C202519,4289
C202519,6231
C202520,26105
C202521,31073
C202521,15972
C202522,12152
C202524,25126
C202524,1729
C202526,22571
C202527,17816
C202527,23513
C202527,5124
C202528,15012
C202528,6189
C202528,25274
C202529,8283
C202530,8606
C202531,22664
C202532,13876
C202532,19997
C202533,26392
C202536,28723
C202536,12788
C202537,29956
C202537,29957
C202538,7856
C202538,14847
C202539,3949
C202539,17219
C202540,27872
C202541,28379
C202542,26136
C202546,13765
C202546,12963
C202547,31133
C202547,7597
C202547,32047
C202548,21109
C202549,7069
C202549,28847
C202550,17816
C202550,20913
C202550,28759
C202550,24766
C202550,3447
C202550,11980
C202550,5124
C202550,2597
C202550,16359
C202550,27414
C202550,32303
C202552,9532
C202553,3253
C202554,27415
C202555,12793
C202555,21376
C202555,31575
C202555,25771
C202555,7315
C202556,30888
C202557,3119
C202558,4960
C202559,1556
C202560,8982
C202560,15716
C202561,10010
C202562,26608
C202563,14685
C202564,11739
C202565,6199
C202565,24017
C202565,21320
C202566,26873
C202566,21857
C202566,10401
C202566,6964
C202566,7253
C202568,2987
C202570,6757
C202572,23858
C202573,16511
C202573,23574
C202573,5265
C202573,1869
C202574,17182
C202575,17148
C202576,29504
C202578,24952
C202579,9437
C202579,18997
C202580,9134
C202582,9663
C202583,25885
C202584,27578
C202585,6730
C202585,29520
C202585,15402
C202586,28029
C202586,21188
C202587,8138
C202587,3431
C202588,16566
C202589,32109
C202590,13447
C202591,27776
C202591,19897
C202591,21675
C202592,459
C202593,4889
C202593,27214
C202593,32306
C202594,1054
C202594,25549
C202595,3260
C202595,10962
C202596,7550
C202597,19292
C202597,2411
C202598,30795
C202601,19198
C202602,27412
C202603,21530
C202604,6233
C202605,17544
C202605,982
C202606,13281
C202607,11768
C202607,26026
C202608,9186
C202608,22614
C202608,14396
C202609,8287
C202609,24794
C202611,2622
C202611,30389
C202611,13483
C202611,17857
C202611,25319
C202611,87
C202611,2960
C202611,27755
C202614,27872
C202615,19631
C202616,17854
C202617,8338
C202618,9620
C202619,22321
C202619,25579
C202620,8431
C202621,24175
C202621,26951
C202621,15095
C202622,17317
C202624,25987
C202627,17026
C202627,24669
C202629,17219
C202630,31715
C202630,31713
C202631,1455
C202631,27989
C202631,11813
C202632,909
C202633,29892
C202633,23176
C202634,3504
C202634,3668
C202635,20250
C202635,28424
C202635,1179
C202636,13765
C202636,10503
C202637,10996
C202637,27722
C202638,9602
C202640,25878
C202641,10300
C202641,7693
C202641,9831
C202641,3673
C202642,6925
C202643,1319
C202644,19199
C202644,25392
C202645,5576
C202646,13260
C202647,28212
C202648,22832
C202650,8925
C202651,21412
C202651,25105
C202652,23653
C202653,22021
C202653,1416
C202654,8816
C202656,4703
C202656,6549
C202659,11706
C202660,10373
C202664,18217
C202665,27403
C202666,30677
C202667,17679
C202668,2913
C202669,14647
C202670,2729
C202671,2084
C202673,19884
C202674,9257
C202675,3633
C202676,7550
C202677,20925
C202678,31246
C202678,27740
C202679,21349
C202680,15924
C202682,18046
C202683,23911
C202684,5128
C202684,25794
C202684,6967
C202685,2528
C202685,909
C202685,2597
C202687,3904
C202688,11412
C202689,6811
C202689,32013
C202690,20826
C202690,17446
C202690,11769
C202690,21320
C202691,20959
C202692,27339
C202694,7443
C202694,3896
C202694,31121
C202695,579
C202695,29698
C202697,5749
C202698,24996
C202698,25948
C202698,1891
C202699,12933
C202700,26124
C202700,29841
C202702,14313
C202702,8931
C202703,16279
C202704,8426
C202704,22749
C202705,15501
C202707,7394
C202708,24654
C202709,2528
C202709,909
C202709,2597
C202710,1868
279021,17493
C202710,14220
C202710,8562
C202711,23953
C202712,2887
C202712,11285
C202712,15118
C202714,30889
C202714,10462
C202715,1589
C202716,4954
C202716,3439
C202717,5410
C202718,25338
C202719,13535
C202720,23071
C202721,26843
C202721,836
C202722,13237
C202723,29575
C202723,8723
C202724,31637
C202724,31668
C202725,2329
C202726,17065
C202727,10081
C202728,21468
C202729,19768
C202730,23009
C202730,17727
C202731,12467
C202731,20412
C202733,14404
C202734,12216
C202735,26184
C202736,17991
C202736,26604
C202737,14578
C202738,21349
C202739,19226
C202741,621
C202742,25619
C202742,312
C202744,12967
C202745,20713
C202746,14250
C202747,7069
C202748,10640
C202748,28700
C202750,15502
C202750,14045
C202751,24760
C202752,22610
C202752,30087
C202753,91
C202754,11313
C202755,23009
C202755,8502
C202755,5498
C202758,16023
C202759,16428
C202760,5721
C202760,3165
C202760,8164
C202762,29520
C202763,19181
C202764,12491
C202764,19652
C202765,18043
C202768,11739
C202770,17023
C202771,31656
C202771,12568
C202771,16065
C202772,24952
C202773,114
C202774,20988
C202774,1796
C202774,13703
C202775,23659
C202777,178
C202778,23607
C202780,1042
C202781,11382
