allegation_id,officer_id
1087991,5814
1087993,7700
1088004,6679
1088017,9648
1088021,1914
1088021,7071
1088026,24426
1088038,6599
1088041,11778
1088043,31072
1088047,8355
1088051,24396
1088052,4932
1088052,29234
1088052,2883
1088057,27455
1088060,29543
1088063,31916
1088063,32111
1088065,21144
1088065,12384
1088065,29231
1088069,26275
1088072,20149
1088072,29779
1088072,5439
1088072,13312
1088075,16554
1088075,9591
1088075,13873
1088081,27303
1088084,11091
1088085,8063
1088091,30507
1088092,30238
1088094,28041
1088096,9627
1088096,6760
1088096,4538
1088098,20039
1088098,1234
1088103,21388
1088103,28776
1088103,21190
1088103,3044
1088103,2049
1088103,6681
1088103,1136
1088103,9431
1088103,13114
1088103,12880
1088103,12060
1088110,27103
1088110,3549
1088110,4252
1088113,4233
1088120,4927
1088120,1037
1088120,6942
1088126,12739
1088130,14674
1088134,25460
1088137,20650
1088140,30796
1088140,23916
1088140,32827
1088141,21184
1088144,31196
1088145,3620
1088145,6189
1088145,17841
1088148,11413
1088154,23153
1088154,26595
1088156,22525
1088156,884
1088156,8176
1088156,15511
1088156,2363
1088156,5454
1088156,12611
1088156,11833
1088156,12279
1088156,17398
1088156,5444
1088156,5893
1088156,30152
1088156,20558
1088156,12720
1088156,1949
1088159,6235
1088160,4278
1088162,9709
1088162,2425
1088164,23036
1088168,465
1088169,16930
1088169,7713
1088169,20809
1088169,3277
1088170,13574
1088171,31199
1088179,23151
1088183,32357
1088185,28399
1088185,9419
1088191,28275
1088191,30078
1088191,13798
1088198,30678
1088205,11696
1088205,32708
1088206,8176
1088207,14048
1088214,15353
1088215,31872
1088218,22702
1088225,2276
1088225,16201
1088227,19633
1088228,20875
1088228,25922
1088230,7020
1088231,24827
1088234,12800
1088234,4189
1088236,1652
1088236,8248
1088237,23080
1088242,15060
1088245,8064
1088245,24710
1088245,4666
1088245,24388
1088245,17895
1088245,2193
1088245,2833
1088245,4185
1088245,20405
1088245,2527
1088245,9618
1088245,25315
1088245,10086
1088245,16811
1088245,27994
1088245,7604
1088245,9475
1088248,4386
1088252,1264
1088252,4864
1088254,21098
1088259,6429
1088267,11052
1088267,10246
1088269,31879
1088269,32240
1088270,2681
1088270,3164
1088278,31634
1088278,11409
1088282,14307
1088287,20967
1088294,24992
1088305,15709
1088305,24524
1088305,15359
1088306,23441
1088309,9592
1088316,4447
1088318,6844
1088320,7780
1088324,11538
1088325,16920
1088327,11087
1088327,32951
1088330,31802
1088331,7100
1088340,5384
1088342,3044
1088342,6681
1088344,19958
1088344,24376
1088345,30598
1088358,32423
1088359,4393
1088359,10873
1088360,12307
1088360,21721
1088360,474
1088360,9557
1088360,28763
1088360,32596
1088362,22010
1088362,17476
1088365,19351
1088372,17218
1088375,20058
1088379,18828
1088379,12057
1088379,20567
1088379,29380
1088380,31590
1088381,12177
1088381,19867
1088381,19019
1088384,32651
1088389,27150
1088390,2264
1088393,8159
1088398,1471
1088402,10221
1088403,25454
1088403,11250
1088410,3168
1088421,31631
1088421,13080
1088421,23807
1088428,30400
1088428,15936
1088431,28626
1088431,16907
1088431,17790
1088436,22912
1088437,9808
1088440,15713
1088440,29736
1088441,7567
1088446,4332
1088446,25541
1088450,25744
1088454,25665
1088457,10344
1088457,32896
1088459,30888
1088459,32767
1088470,16717
1088470,19410
1088472,1147
1088474,21138
1088479,28130
1088487,18872
1088489,3793
1088489,22286
1088490,295
1088490,10909
1088490,29131
1088498,17273
1088500,20732
1088501,18558
1088501,18266
1088502,31838
1088505,30529
1088509,25148
1088509,23500
1088515,11448
1088515,21348
1088520,22804
1088543,29447
1088543,9623
1088548,5094
1088549,25286
1088551,24992
1088555,19611
1088557,8644
1088557,32769
1088558,12725
1088562,30844
1088563,2677
1088566,8822
1088566,32792
1088571,11540
1088571,3582
1088572,1344
1088574,29031
1088576,21434
1088576,47
1088578,24388
1088579,14423
1088585,31066
1088589,28610
1088590,9562
1088591,24426
1088592,121
1088592,327
1088597,5855
1088597,32884
1088607,27289
1088609,27085
1088616,14964
1088622,12184
1088628,23258
1088628,28945
1088629,6476
1088629,74
1088632,4599
1088632,32027
1088635,16235
1088635,17170
1088641,21262
1088641,5059
1088644,5956
1088647,5947
1088648,4697
1088648,21963
1088664,21768
1088664,26005
1088665,29676
1088665,25208
1088669,3899
1088669,7333
1088675,18023
1088692,26301
1088693,4118
1088697,26333
1088700,25789
1088700,26653
1088703,19238
1088703,32245
1088719,7936
1088719,3168
1088719,23398
1088720,5930
1088720,32639
1088725,21220
1088725,31307
1088729,29400
1088733,17383
1088733,17904
1088734,18383
1088736,12412
1088740,24426
1088740,32966
1088742,1788
1088742,20318
1088750,8894
1088755,211
1088755,13937
1088755,22292
1088757,32735
1088758,17114
1088769,10342
1088770,25299
1088773,33419
1088773,33421
1088773,33425
1088775,10588
1088781,9380
1088781,28520
1088781,10507
1088782,20341
1088783,652
1088790,27620
1088790,23400
1088791,11635
1088791,774
1088793,31815
1088793,32274
1088798,10154
1088799,347
1088799,11897
1088799,18644
1088799,9350
1088800,17023
1088802,30633
1088802,30843
1088806,25364
1088821,26064
1088837,19805
1088837,9205
1088838,8794
1088842,26538
1088842,33001
1088843,10522
1088846,16547
1088848,28048
1088848,16663
1088848,25296
1088859,14003
1088861,4463
1088869,9741
1088870,14409
1088870,26538
1088890,13892
1088896,30507
1088900,5372
1088909,2527
1088913,25976
1088913,4599
1088917,20104
1088917,10480
1088935,14785
1088935,29621
1088947,22801
1088947,28577
1088948,5956
1088956,23116
1088958,16151
1088958,2264
1088958,3460
1088958,240
1088969,21448
1088970,25789
1088978,25867
1088979,32104
1088982,10272
1088982,25483
1088988,10932
1088988,32689
1088991,3941
1088993,31883
1089005,15891
1089005,15968
1089006,31761
1089006,14518
1089008,13701
1089008,27360
1089008,23870
1089009,3020
1089016,25631
1089020,8985
1089021,2101
1089031,892
1089031,3648
1089033,30782
1089033,32845
1089037,2784
1089040,29378
1089040,16447
1089056,23062
1089058,6168
1089060,3821
1089060,22556
1089060,28320
1089062,7237
1089065,510
1089077,4814
1089087,27037
1089087,31634
1089087,10480
1089087,32581
1089092,26402
1089105,5328
1089106,2101
1089115,10345
1089128,8064
1089128,2065
1089128,2833
1089128,9475
1089128,32172
1089128,32176
1089128,32264
1089128,32384
1089129,20104
1089129,33034
1089134,9380
1089134,10507
1089145,31925
1089145,32044
1089150,7843
1089150,6954
1089152,21323
1089152,18590
1089166,24426
1089166,26496
1089168,28156
1089174,15600
1089174,1752
1089174,5506
1089178,27501
1089178,16962
1089178,32719
1089178,33008
1089190,10928
1089197,18820
1089197,24073
1089197,32071
1089206,11833
1089206,33001
1089219,23028
1089219,31483
1089219,28972
1089220,16061
1089227,25341
1089230,8880
1089230,18205
1089237,13256
1089238,27261
1089249,30748
1089249,2667
1089260,11704
1089272,761
1089273,23156
1089282,5828
1089282,15296
1089285,12691
1089285,20495
1089294,14409
1089294,25396
1089314,8475
1089320,31541
1089326,12039
1089331,11707
1089331,28843
1089341,27373
1089341,635
1089350,26952
1089350,18551
1089356,11464
1089358,485
1089358,33332
1089365,14513
1089369,32221
1089369,32413
1089370,15779
1089379,3107
1089379,32635
1089386,14674
1089387,31144
1089394,12870
1089404,23073
1089417,10552
1089445,19396
1089445,13453
1089449,29868
1089454,5663
1089454,11855
1089469,30860
1089473,16881
1089473,32699
1089480,22149
1089484,18642
1089488,7422
1089493,7195
1089499,26879
1089515,797
1089522,17563
1089532,27335
1043529,22602
1089541,7603
1089541,8802
1089545,31372
1089561,31648
1089561,29609
1089561,10094
1089561,21362
1089561,26076
1089561,11190
1089561,25092
1089564,32352
1089574,995
1089574,28041
1089574,8131
1089574,19672
1089576,28651
1089580,22258
1089585,11234
1089595,1927
1089605,6702
1089610,18732
1089618,22423
1089619,19686
1089620,8797
1089629,24426
1089630,16160
1089641,348
1089641,32865
1089645,6216
1089655,9199
1089655,4482
1089699,21876
1089704,25977
1089707,3145
1089707,28503
1089709,10310
1089716,19452
1089740,26808
1089742,9146
1089756,11818
1089756,16760
1089756,32591
1089772,24454
1089772,19805
1089772,18710
1089772,28559
1089776,14983
1089803,23467
1089803,11899
1089814,33015
1089821,5239
1089830,13085
1089833,25789
1089833,26653
1089860,23477
1089896,33205
1089915,28288
1089915,26217
1089915,11696
1089915,32697
1089953,31944
1089977,28055
1089998,20237
1090030,13273
1090030,16664
1090030,10257
1004811,28306
1006128,31242
1009082,8257
1010725,10377
1072195,14361
1072195,1458
1072195,31079
1072195,20616
1072195,1203
1020235,30070
1029836,9525
1035336,13825
1043529,30059
1060943,10483
1072373,10119
1072771,15345
1072771,13256
1072771,21156
1074826,3787
1075725,13985
1075769,5625
1076426,19714
1076613,8842
1076613,9963
1076728,10468
1077282,28928
1077557,5328
1077891,8994
1077891,29421
1077926,15528
1077952,30957
1078229,30226
1078229,10960
1078321,10663
1078321,32310
1078321,32054
1078722,24426
1078831,27504
1078848,20929
1078860,26387
1078860,12086
1078897,28537
1078981,9869
1079146,16641
1079273,31598
1079956,20218
1079956,2374
1080117,5430
1080137,23153
1080188,20115
1080188,17696
1080452,24536
1080452,21955
1080469,13807
1080753,4078
1080753,11540
1080926,25928
1081004,25965
1081004,20327
1081004,4581
1081004,4892
1081009,22488
1081009,5125
1081009,27677
1081009,16918
1081009,1298
1081009,29015
1081009,16733
1081009,11099
1081009,31367
1081009,24449
1081109,31828
1081109,15369
1081109,9380
1081492,28298
1082610,14234
1082610,16560
1082657,31425
259192,28428
259280,33680
259316,33696
259323,33680
259496,33682
259547,33678
259765,33681
259874,25676
259899,33693
259932,33694
260302,33679
260449,33713
261015,33779
261386,33688
261576,33699
262105,33778
262243,33693
262299,32526
262704,33699
262704,33712
263207,33708
263290,33711
263297,20943
263343,33693
263415,33705
263632,33702
263700,33706
263711,10304
263760,33709
263841,33700
264005,33830
264427,33047
264779,33704
265136,33721
265187,33692
265273,33689
265589,33808
265776,33808
266773,33733
266817,33715
266853,33810
267101,33689
267259,33816
267338,33819
267369,32446
267403,33713
267542,33683
267543,18351
267545,33684
267546,33685
267547,33686
267572,33687
267693,32080
268003,33738
268003,33808
268083,33698
268243,33713
268270,33818
268398,33814
268398,33815
269215,33812
269499,33808
269532,33766
269610,33761
269707,33728
270124,32456
270194,33735
270339,33737
270352,33740
270597,33723
270720,25763
271179,33768
271255,33757
271305,33726
271356,33734
271454,13639
271634,33727
271893,33728
272144,33731
272275,33737
272348,33699
272348,33724
272633,33725
273301,33732
273412,32461
273434,33708
273559,17469
273786,33687
273789,13205
273790,32443
273904,33739
274519,33690
274720,33732
274822,33762
274873,33763
275017,32464
275038,33765
275313,33767
275464,32464
275548,33766
275592,33790
275592,33791
275750,33756
275985,33758
275994,33759
276034,33689
276242,33789
276299,33784
276397,33789
276779,32448
276985,25763
277123,33764
277171,33700
277368,33700
277584,32527
277934,33713
277953,33787
278061,12144
278066,33766
278154,33755
278224,33760
278699,33840
278743,33775
279095,33757
279107,33721
279226,33789
279230,33829
279364,33742
279398,33772
279435,33706
280058,33768
280545,33776
280589,33704
280589,33830
280767,33723
280806,33774
281373,33777
281481,33792
281518,33794
281670,33786
282034,33795
282042,33796
282454,33821
282857,33713
283019,33757
283020,33785
283472,33713
284484,33824
284736,33826
284970,33783
285822,3213
285929,33783
286254,33827
286350,32456
286766,17469
287144,33732
287460,33822
287827,33748
288534,33823
288939,33744
289623,33713
289634,33749
289637,33750
289940,18566
290105,33827
290292,25050
290307,33715
290537,32448
290698,33746
290882,33723
291000,33723
291053,17469
291870,33747
292160,33804
292169,32463
292231,33798
292237,33799
292523,132
292633,33801
292817,33741
292817,33742
292817,33743
293251,33778
293641,33800
293977,33745
294098,33724
294178,33754
294304,33723
294310,25050
294417,33723
295457,33723
295777,32527
295777,33722
296313,33707
296368,33803
296518,33754
296602,33713
297116,13169
297116,1748
297432,33802
297892,33683
297913,33753
297996,33716
298171,33715
298262,33715
298379,33797
298687,28428
298688,28428
298936,33698
299043,33683
299124,33699
299657,33721
299759,33720
300042,33721
300232,33050
300280,33751
300785,33752
300831,33819
300924,12919
301031,7476
301031,33714
301401,33716
301758,33807
302053,28428
302465,33721
303612,32527
303873,29593
304215,32340
304328,33780
304512,33781
304811,33778
305045,33683
305686,33805
305813,33702
306150,33828
306319,33828
311047,27270
312962,33779
314487,33719
314750,32527
315722,33698
1000809,7199
1001140,25799
1001260,3775
1001260,33831
1001851,27128
1001851,5369
1001996,33697
1002840,33801
1002866,6866
1002866,21569
1002967,31760
1002967,9062
1004126,17438
1004126,16243
1004548,700
1004548,21711
1006995,11161
1007425,21632
1007425,10332
1007462,17506
1007462,31052
1007462,27918
1007462,5326
1007462,24464
1007462,5132
1007462,23952
1007462,9312
1007462,17180
1007886,3766
1008197,8330
1008579,10321
1008832,32527
1008832,33722
1009244,127
1009858,33846
1009889,24177
1009964,4758
1009964,30648
1009969,9725
1009969,30119
1010264,5132
1010264,15751
1010303,16512
1010735,33847
1010809,16600
1010809,16601
1010821,3186
1010821,27078
1010824,16569
1010824,28687
1011373,24198
1011493,24554
1012709,24198
1012814,23633
1012814,19255
1012959,21923
1012984,1240
1013333,9920
1013333,26614
1013448,9573
1013448,12674
1013448,12722
1013448,19221
1013450,489
1013450,12055
1013479,16700
1013479,10246
1013647,7070
1013813,22512
1014128,10218
1014128,12432
1014178,18896
1014199,11845
1014199,28206
1014421,11365
1014421,16438
1015020,33828
1015087,19861
1015087,28570
1015087,25918
1015087,29893
1015087,5438
1015087,12840
1015087,19829
1015087,3619
1015087,32141
1015194,18340
1015320,20250
1015602,16715
1015602,29729
1016181,887
1016181,4860
1016924,18855
1017725,13958
1017995,12413
1018057,31867
1018389,14696
1018390,5893
1018766,18517
1018796,28535
1018855,8330
1019112,31523
1019112,13197
1020530,25799
1020560,19835
1020718,1462
1021002,16396
1021091,30793
1021162,3706
1021162,31923
1021541,31429
1021741,11533
1021741,32175
1021975,13158
1022187,16385
1022297,15438
1022384,3775
1022735,4523
1022969,18341
1023128,9915
1023128,7691
1023212,26384
1023212,18557
1023227,17548
1023227,29584
1023227,21515
1023227,18047
1023227,13999
1023227,15976
1023227,31902
1023227,31951
1023303,1462
1023473,3086
1023800,33698
1023859,7468
1023915,26291
1024194,4087
1024213,9741
1024425,23159
1024425,6741
1024445,29166
1024445,8500
1024475,15398
1024475,17694
1024477,5568
1024477,12210
1024495,23239
1024495,15360
1024836,3216
1024850,23492
1024850,30959
1024850,3808
1024850,20121
1024850,28795
1024850,16385
1031210,19906
1024850,3724
1024850,9724
1024850,31838
1024948,17544
1025225,13781
1025225,2509
1025293,1754
1025423,4278
1025556,14124
1025661,18557
1025910,26071
1025910,4449
1025910,31485
1025910,24884
1025910,19220
1025910,9888
1026156,16158
1026200,12912
1026200,29823
1026368,10153
1026368,4925
1026489,14390
1026607,8137
1026798,13473
1026825,9267
1027152,17103
1027152,19048
1027376,1695
1027376,31922
1027391,31846
1027391,31953
1027442,20046
1027442,4017
1027458,15273
1027458,32082
1027577,4062
1027577,6224
1027733,18105
1027824,33757
1027928,20956
1027990,20956
1028246,33843
1028560,30850
1028606,12031
1028606,25223
1028623,9460
1028680,9460
1028773,20987
1029251,24486
1029340,30229
1029486,5637
1029494,3566
1029551,27415
1029552,24856
1029587,31916
1029587,32380
1029644,25805
1029835,14526
1029858,16893
1029858,9121
1029858,13942
1029858,25578
1029858,5406
1029873,5700
1029873,4987
1029980,12180
1030202,10698
1030329,1296
1030417,6848
1030417,26943
1030641,22392
1030641,15273
1030871,32002
1030981,33806
1031210,21571
1031210,12000
1031388,14097
1031388,22608
1031457,15897
1031691,27262
1031882,4265
1031882,11373
1031928,14174
1031928,14163
1031928,19329
1031928,30401
1031928,8852
1031928,19163
1031928,31119
1031928,22644
1031928,20073
1031928,14699
1031928,22176
1031928,32235
1031928,32336
1032282,15562
1032282,11863
1032282,27801
1032282,16302
1032282,2535
1032282,2422
1032282,5924
1032282,20055
1032282,31821
1032282,31855
1032282,31872
1032282,32283
1032282,32313
1032282,32316
1032282,32319
1032341,21671
1032341,6689
1032341,26522
1032341,2621
1032341,23566
1032341,24525
1032341,12973
1032341,23495
1032341,18911
1032341,17771
1032341,31718
1032341,16617
1032341,1695
1032341,31922
1032341,31935
1032341,31993
1032364,31953
1032395,21098
1032395,27415
1032395,23400
1032395,31802
1032395,31862
1032395,31920
1032395,31950
1032395,32000
1032395,32068
1032395,32076
1032395,32120
1032395,32172
1032395,32351
1032542,28555
1032542,29538
1032542,28070
1032542,21911
1032558,18558
1032558,26532
1032558,11427
1032558,4047
1032558,18176
1032558,28795
1032558,24808
1032558,18266
1032558,3724
1032558,14630
1032558,847
1032558,29389
1032567,12830
1032567,15032
1032567,15055
1032567,23707
1032567,435
1032567,18082
1032567,26326
1032567,14526
1032567,26909
1032567,19474
1032567,23979
1032567,26537
1032581,16508
1032581,560
1032581,13010
1032581,1146
1032581,31536
1032581,6451
1032581,16945
1032581,20798
1032722,26460
1032722,29131
1032727,3946
1032727,31344
1032727,25366
1032967,5360
1032967,5193
1032967,15904
1032967,1625
1032967,13309
1033013,17647
1033013,24674
1033134,29054
1033134,10383
1033239,21778
1033679,27408
1033679,32118
1033718,12741
1033918,24326
1033918,22828
1033918,4295
1033973,628
1034455,16071
1034693,21098
1034693,27415
1034693,14616
1034693,32016
1034693,32159
1034693,32164
1034693,32172
1034693,32328
1034968,14617
1034968,10321
1034986,9042
1034986,15681
1034986,29445
1034986,22828
1034986,1971
1034986,3743
1034986,2068
1034986,31980
1035766,33832
1035819,2247
1035819,24841
1035892,28993
1037087,28255
1037140,15617
1037271,1350
1037291,6696
1037291,31859
1037291,31882
1037291,31944
1037291,32076
1037291,32346
1037291,32361
1037291,32377
1037390,2129
1037390,635
1037390,9089
1037390,19999
1037390,31802
1037390,31873
1037390,31906
1037390,31950
1037390,32068
1037390,32120
1037390,32158
1037390,32167
1037390,32329
1037408,20544
1037415,33782
1037816,13606
1037966,23744
1037966,52
1037966,15344
1038087,2170
1038087,29971
1038276,28871
1038276,29564
1038276,997
1038276,156
1038276,24420
1038276,19217
1038276,9982
1038462,13495
1038462,31835
1038462,31856
1038462,31949
1038462,32126
1038462,32181
1038524,32038
1038616,4538
1038616,32058
1038675,13495
1038675,23011
1038675,15592
1038675,31835
1038675,31873
1038675,31906
1038675,32079
1038675,32158
1038675,32227
1038675,32413
1038703,13576
1038703,24945
1038703,9821
1038703,8972
1038703,22510
1038703,31884
1038703,31904
1038703,32229
1038703,32254
1038703,32378
1038703,32406
1038810,1867
1039796,22074
1039796,5993
1039796,29225
1039796,32032
1039796,32073
1039796,32081
1039796,32409
1039824,24640
1039940,23492
1039940,3808
1039940,16385
1040022,29942
1040149,21098
1040149,23011
1040149,31873
1040149,31894
1040149,31906
1040149,32015
1040149,32158
1040149,32164
1040149,32213
1040149,32227
1040149,32413
1040312,12391
1040457,25149
1040457,6301
1040457,15558
1040457,18902
1040457,7569
1040457,5993
1040457,29225
1040457,12216
1040457,31919
1040457,32073
1040457,32117
1040457,32179
1040457,32399
1040457,32409
1040527,22392
1040527,15273
1040860,22729
1040860,25368
1041557,13743
1041557,25898
1041599,19801
1041914,12396
1042190,33833
1042251,32126
1042251,32335
1042477,29409
1042503,11365
1042616,29267
1042616,490
1042769,19794
1042845,2577
1042845,19801
1042977,16600
1043007,22789
1043007,2579
1043097,33833
1043141,4530
1043141,6224
1043391,19660
1043398,915
1043581,31191
1043581,32096
1043598,32412
1043712,16550
1043761,13534
1044148,7437
1044148,28417
1044380,27435
1044380,17757
1044530,33845
1044784,22789
1044784,26241
1045014,33778
1045282,24140
1045460,33
1046142,25008
1046142,24288
1046162,4756
1046162,16256
1046162,19406
1046246,30978
1046642,3193
1047125,11190
1047125,14443
1047125,29772
1047239,13788
1047477,24324
1047477,1172
1047477,5131
1047911,10449
1048105,31756
1048722,26888
1048722,21468
1049135,32194
1049257,32004
1049414,8995
1049585,26888
1049756,32448
1050472,18560
1050934,9588
1051148,20058
1051323,18645
1051323,16042
1051843,6168
1051843,2241
1052494,10440
1052558,25223
1052741,15553
1052971,20089
1052971,29270
1052971,1272
1052971,24188
1052971,32284
1052971,32366
1053122,19546
1053453,10336
1053463,23716
1053463,16380
1053559,30071
1053559,4800
1053559,26831
1053560,11845
1053560,9873
1053560,14015
1053560,429
1053734,6254
1053872,30290
1054199,2741
1054600,18562
1054600,5204
1054600,9309
1054600,3897
1054600,32265
1054941,10873
1055662,19835
1055662,32003
1056970,21582
1056970,17602
1056971,32340
1057560,1895
1057946,2097
1058082,21314
1058685,24324
1058685,1172
1059958,8342
1060166,33833
1061015,32052
1061914,7566
1061914,29614
1061914,27929
1061915,29614
1062241,469
1062241,8145
1062550,28694
1062550,21416
1062736,18614
1062915,14712
1063871,25077
1063893,33848
1064776,32245
1066325,20627
1066617,24378
1066654,30127
1066654,4447
1067039,33838
1067521,17142
1067816,33838
1068065,1695
1068065,31922
1068092,16489
1068299,30845
1069353,29454
1069353,29399
1069353,26018
1069353,32185
1070259,3293
1070404,16934
1070681,24033
1070681,22128
1070681,3982
1070681,1227
1070681,8248
1070681,30787
1071396,25203
1071396,24186
1071396,4841
1071396,25751
1071396,18828
1071396,10182
1071396,11400
1071396,8041
1071396,18915
1071396,25933
1071396,14138
1071504,25345
1071504,23344
1071962,31890
1072289,26508
1072797,14903
1072797,5532
1072914,26990
1073069,11258
1073069,25681
1073069,1423
1073069,15398
1073069,23565
1073069,21131
1073069,28652
1073069,28653
1073069,22044
1073069,8137
1073069,32259
1073286,24301
1073286,21468
1073286,14418
1073558,3377
1073893,10873
1073895,10873
1073953,34
1074141,4659
1074348,183
1074416,11704
1074482,20057
1074586,32001
1074597,26808
1074654,4052
1074829,33841
1075124,24426
1075421,22552
1075421,13873
1075435,30148
1075559,2539
1075559,18074
1075574,8902
1075574,27722
1075574,20907
1075574,20769
1076156,1085
1076156,13585
1076290,32448
1076554,643
1076573,291
1076573,6727
1076573,25864
1076573,26357
1076672,21941
1076672,15681
1076672,6225
1076783,24824
1076783,13927
1077214,10061
1077443,12125
1077572,32402
1077606,9425
1077606,1720
1077606,12996
1077606,22168
1077606,25889
1077606,22452
1077606,28291
1077606,31502
1077744,27845
1077744,17164
1077779,3223
1077779,18340
1077779,13104
1078097,23610
1078097,4507
1078156,29452
1078156,11088
1078294,5421
1078347,27517
1078347,3020
1078393,17077
1078451,26242
1078451,29768
1078504,29005
1078506,32001
1078538,11522
1078538,25867
1078627,14215
1078689,5239
1078742,22827
1078746,33685
1078914,4005
1078914,14089
1079035,31872
1079134,26071
1079134,4357
1079134,2100
1079134,16970
1079134,28832
1079134,9056
1079134,24271
1079134,2222
1079134,27021
1079134,15300
1079134,22702
1079134,29084
1079134,27341
1079157,1037
1079257,7
1079415,29039
1079415,24297
1079415,29484
1079425,797
1079449,21483
1079449,18716
1079452,21832
1079452,27097
1079466,23084
1079492,11449
1079492,9692
1079542,17830
1079555,31925
1079568,27620
1079576,15631
1079691,23456
1079723,1364
1079837,9559
1079837,31857
1079837,31899
1079837,32174
1079837,32195
1079837,32232
1079837,32243
1079837,32369
1079886,27545
1079886,306
1079917,23344
1079917,16887
1079955,16490
1079955,19217
1079969,17077
1079997,14027
1079997,12045
1079999,21534
1080023,5411
1080023,23835
1080044,26076
1080044,17518
1080080,31946
1080108,23125
1080191,28602
1080265,6834
1080267,14089
1080299,30460
1080299,30537
1080299,32420
1080351,25369
1080351,8485
1080462,246
1080504,1225
1080504,30152
1080504,12720
1080504,12906
1080606,16277
1080707,403
1080732,25737
1080732,26403
1080732,29814
1080757,1147
1080775,17548
1080775,5571
1080775,13273
1080775,28878
1080775,28383
1080775,23357
1080775,23067
1080819,2909
1080819,3045
1080975,8810
1080975,14344
1081175,15780
1081210,17506
1081231,31859
1081245,21431
1081330,19941
1081330,27722
1081330,28838
1081429,25811
1081975,3986
1081975,31119
1081975,14479
1081980,22520
1081980,31894
1082346,8041
1082346,32166
1082535,4550
1082535,26387
1033714,18989
1033714,22735
1033714,23729
1036332,12278
1054693,20661
1057205,5733
1062377,12232
1068504,25717
1071594,28220
1073512,8897
1075158,22200
1075310,24536
1076310,24536
1076310,21955
1076355,21712
1076355,635
1076355,19376
1076727,18932
1079539,16244
1004814,15345
1004814,15931
1004818,27920
1004819,13720
1004819,26236
1004819,4511
1004819,14593
1004820,10370
1004820,8745
1004822,2563
1004822,14101
1004822,10014
1004823,25191
1004825,20296
1004825,4192
1004825,8501
1004826,32414
1004826,20294
1004828,4665
1004829,26065
1004829,25365
1004830,15940
1004830,16606
1004831,24420
1004831,29398
1004831,17719
1004837,23661
1004837,17304
1004842,19382
1004843,8279
1004843,1283
1004843,21211
1004843,9813
1004845,2610
1004851,2667
1004853,10166
1004857,30804
1004857,1436
1004858,4604
1004860,17024
1004861,12932
1004861,25765
1004862,29658
1004862,15228
1004863,3244
1004863,10399
1004864,21465
1004866,16593
1004867,5204
1004867,19687
1004867,13736
1004867,15311
1004867,12412
1004871,5369
1004871,15622
1004871,14965
1004872,13245
1004872,4101
1004872,23174
1004873,22789
1004873,3109
1004874,4961
1004874,17221
1004875,26096
1004877,19204
1004877,24632
1004877,27330
1004878,9050
1004880,20880
1004882,25267
1004882,23424
1004882,14193
1004883,6270
1004883,286
1004885,17586
1004885,20618
1004885,17747
1004885,5002
1004885,20409
1004887,14526
1004887,435
1004888,32000
1004891,910
1004893,17615
1004893,28460
1004896,20055
1004897,31948
1004899,20812
1004899,11934
1004899,5097
1004900,24721
1004900,26530
1004900,8457
1004900,32122
1004900,9091
1004900,16873
1004900,23690
1004900,32200
1004900,2374
1004900,23331
1004900,32082
1004902,15416
1004903,26124
1004905,8898
1004910,1354
1004911,12662
1004911,8586
1004912,6934
1004912,20821
1004913,910
1004914,24146
1004914,28515
1004916,22010
1004918,22172
1004918,19108
1004925,22566
1004925,22782
1004926,25302
1004927,20756
1005072,7566
1004927,3226
1004930,24253
1004932,27359
1004935,30537
1004942,25320
1004942,30453
1004942,6765
1004942,20121
1004942,19639
1004942,27374
1004942,31912
1004942,22701
1004942,18413
1004942,32352
1004942,11273
1004943,11092
1004944,28608
1004944,18984
1004946,29072
1004949,31853
1004949,23161
1004949,24587
1004950,29776
1004951,6340
1004952,10332
1004953,29896
1004954,22510
1004954,4013
1004962,25260
1004963,5450
1004963,27983
1004966,24565
1004966,29647
1004967,29882
1004967,12478
1004968,7311
1004968,16462
1004969,16561
1004970,20458
1004970,24922
1004970,6399
1004970,29483
1004971,6792
1004975,13260
1004975,739
1004976,29896
1004977,29516
1004977,31819
1004977,7201
1004977,14604
1004980,31724
1004980,2611
1004981,3673
1004981,31021
1004984,12961
1004989,3518
1004989,32245
1004995,30767
1004996,14347
1004998,24506
1004998,9191
1004999,18043
1005000,30432
1005000,9027
1005000,23419
1005000,15903
1005001,29269
1005006,30783
1005006,4884
1005006,15529
1005006,2659
1005006,21132
1005007,3494
1005007,9851
1005010,25922
1005011,27137
1005012,2015
1005014,3214
1005014,26025
1005018,17425
1005019,28869
1005020,736
1005020,9001
1005021,2667
1005021,5779
1005022,4987
1005023,13536
1005028,1785
1005028,7587
1005028,7106
1005031,24597
1005031,3791
1005032,28867
1005033,26968
1005034,10383
1005034,24784
1005034,21050
1005034,7773
1005037,28523
1005037,10275
1005039,16043
1005039,11056
1005041,11243
1005043,15518
1005044,19761
1005044,10803
1005045,31300
1005045,8935
1005046,17539
1005048,20440
1005048,9634
1005049,6164
1005050,20570
1005050,2543
1005051,1442
1005052,5003
1005052,8023
1005053,2015
1005053,25178
1005054,5062
1005055,9883
1005055,4697
1005055,23581
1005056,12623
1005060,152
1005060,23835
1005062,2052
1005063,4075
1005064,2015
1005064,25178
1005069,14752
1005070,8237
1005072,880
1005074,403
1005076,11968
1005076,12159
1005076,4178
1005076,478
